NAME,LONGITUDE,LATITUDE,NEIGHBORHOOD_NAME,COUNTY_NAME
Şehit Turan Kutlu Parkı,29.2968896900989,40.9074871479054,RAMAZANOĞLU,PENDİK
Kalem Sok. Park,29.2818247956864,40.9133387689098,SÜLÜNTEPE,PENDİK
Yunus Emre Cad. Parkı,29.2798099636769,40.9088738583506,ŞEYHLİ,PENDİK
Mehmet Bölük Kültür ve Sanat Parkı,29.1314132540706,40.8731107186547,MADEN,ADALAR
Park,29.1384351783945,40.8713832076375,MADEN,ADALAR
Poligon Parkı,29.0410746106197,41.1162541500001,POLİGON,SARIYER
Mareşal Fevzi Çakmak Parkı,28.8844115052758,41.0421738672292,FEVZİ ÇAKMAK,ESENLER
Esenler Bölge Parkı,28.8724688711972,41.0585086801914,HAVAALANI,ESENLER
4. Sok. Parkı,28.8809524102945,41.0398329019863,MENDERES,ESENLER
Kefeli Köy Sahil Parkı,29.0372226028126,41.1534334856481,CUMHURİYET,SARIYER
Japon Bahçesi,29.0521702763451,41.0970557266048,BALTALİMANI,SARIYER
Mehmet Akif Ersoy Parkı,28.8046471334871,41.0572888011507,MEHMET AKİF,KÜÇÜKÇEKMECE
Şenol Ergün Parkı,28.776968218435,40.9924222206266,YENİ MAHALLE,KÜÇÜKÇEKMECE
Kanarya Park,28.7808400655205,41.0169375673092,KANARYA,KÜÇÜKÇEKMECE
Ova Parkı,29.3072054091722,40.8175873701891,CAMİ,TUZLA
Ahmet Davutoğlu Parkı,28.9084935133687,41.0598196410222,MERKEZ,GAZİOSMANPAŞA
Park,28.9107245683426,41.0591911377133,MERKEZ,GAZİOSMANPAŞA
Zeynebiye Parkı,28.801361301911,41.0396486756409,HALKALI MERKEZ,KÜÇÜKÇEKMECE
Uygar Sok. Parkı,29.1678372182161,40.8983913289245,KORDONBOYU,KARTAL
Dere Sok. Parkı,29.2192871723885,40.8854457840641,SAPAN BAĞLARI,PENDİK
Ayazağa Parkı,28.9960896783786,41.1201347293658,AYAZAĞA,SARIYER
Taşkıran Parkı,28.9651239973069,41.0638506386586,TALATPAŞA,KAĞITHANE
Albız Parkı,28.9970650569353,41.0838417253481,ÇELİKTEPE,KAĞITHANE
Özel Esenler Hayat Hastanesi Parkı,28.8825145646892,41.0394686561928,FEVZİ ÇAKMAK,ESENLER
5. Sok. Parkı,28.8755047140388,41.0475279588807,KAZIM KARABEKİR,ESENLER
Menderes Bölge Parkı,28.8733599420353,41.0414941000764,MENDERES,ESENLER
Atatürk Parkı-1,29.0780397754996,40.9987473070554,ÖRNEK,ATAŞEHİR
Can Parkı,29.1463430035806,40.9903996108919,YENİŞEHİR,ATAŞEHİR
Pir Sultan Parkı,29.1173884350908,40.9682746766342,İÇERENKÖY,ATAŞEHİR
Zabıta Parkı,29.3049292381343,40.8204668307079,POSTANE,TUZLA
Yeniköy Camii Parkı,29.0697936524871,41.121719696031,YENİKÖY,SARIYER
Kemal Şahin Parkı,29.0654889423102,41.1174865941078,YENİKÖY,SARIYER
Çocuk Parkı,29.0538813570647,41.1195833682009,İSTİNYE,SARIYER
Şenlikdede Parkı,28.9992042216735,41.0441911348178,VİŞNEZADE,BEŞİKTAŞ
Abbasağa Parkı,29.0061944274384,41.0466777420807,CİHANNÜMA,BEŞİKTAŞ
Terazidere Parkı,28.8973055436646,41.030892476066,NAMIK KEMAL,ESENLER
6. Cad. Parkı,28.8751747463837,41.0360186518983,NİNE HATUN,ESENLER
Keyfalan Parkı,29.0011479192326,41.100535858393,SEYRANTEPE,KAĞITHANE
Seyrantepe 700. Yıl Parkı,28.98925570461,41.0970743597684,SEYRANTEPE,KAĞITHANE
Park,29.0543103958122,41.1755103507213,MADEN,SARIYER
Park,28.8962698502698,41.0263197460698,ÇİFTE HAVUZLAR,ESENLER
Park,28.8397445009492,41.021976945805,KOCASİNAN MERKEZ,BAHÇELİEVLER
Kerim Tekin Sok. Parkı,28.8797855026398,41.0059756480533,BAHÇELİEVLER,BAHÇELİEVLER
Bahçelievler Parkı,28.8642958881613,41.0044712388543,BAHÇELİEVLER,BAHÇELİEVLER
Ahmet Dicle Parkı,28.7082197104264,40.9831411452002,CİHANGİR,AVCILAR
Dostluk Parkı,28.800402017396,41.0549972675359,MEHMET AKİF,KÜÇÜKÇEKMECE
Şehit Çetin Can Parkı,29.0375626510459,41.1235398126804,DARÜŞŞAFAKA,SARIYER
Yenigelin Parkı,29.0060662235892,41.0584164971352,DİKİLİTAŞ,BEŞİKTAŞ
Hürriyet Çocuk Parkı,29.091899872133,40.9765099276909,19 MAYIS,KADIKÖY
Kriton Curi Parkı,29.0937852555474,40.9765241537709,19 MAYIS,KADIKÖY
Çocuk Parkı,29.1001653019462,40.9674628339821,KOZYATAĞI,KADIKÖY
Bomaç Sok. Parkı,29.1291389764266,40.9356838322627,ALTAYÇEŞME,MALTEPE
Karayolları Parkı,29.032109580916,41.0097451724734,BARBAROS,ÜSKÜDAR
Şehit Öğretmen Mustafa Gümüş Parkı,28.9021999694432,41.0746094112815,YENİ MAHALLE,GAZİOSMANPAŞA
Selim Ayaydın Parkı,28.8582951771469,40.9983912590388,BAHÇELİEVLER,BAHÇELİEVLER
Kıbrıs Parkı,28.8639445073619,41.0000357658012,BAHÇELİEVLER,BAHÇELİEVLER
Kerim Tekin Parkı,28.8335807243688,41.0135246028144,ZAFER,BAHÇELİEVLER
Soğanlı Cumhuriyet Mahallesi Parkı,28.8523423659154,41.0204612642173,CUMHURİYET,BAHÇELİEVLER
Tuğra Park,28.8311851959184,41.0173932923817,YENİBOSNA MERKEZ,BAHÇELİEVLER
Şehit Vedat Ulusoy Parkı,28.8292137865469,41.0128823234046,YENİBOSNA MERKEZ,BAHÇELİEVLER
Çeşme Parkı,29.1117126087035,40.9694775871301,İÇERENKÖY,ATAŞEHİR
Sevgi Çiçeği Parkı,29.1473977656531,40.9752886333204,İNÖNÜ,ATAŞEHİR
Gülbahar Parkı,29.1213710680047,40.9797553108467,KÜÇÜKBAKKALKÖY,ATAŞEHİR
Erguvan Barış Parkı,29.1197949683158,40.9872107552166,KÜÇÜKBAKKALKÖY,ATAŞEHİR
Balmumcu Parkı,29.0150522583818,41.0595251016686,BALMUMCU,BEŞİKTAŞ
Cihannuma Parkı,29.0075281591929,41.0496043045004,CİHANNÜMA,BEŞİKTAŞ
Atakan Sok. Parkı,28.9934981784771,41.0702355004734,MECİDİYEKÖY,ŞİŞLİ
Osman Gazi Parkı,29.3016598770546,40.8195458997071,POSTANE,TUZLA
Topel Sok. Parkı,28.9737883836276,41.0554389170837,PAŞA,ŞİŞLİ
Bezirganbahçe Parkı,28.7762320680977,41.0289909496862,İSTASYON,KÜÇÜKÇEKMECE
Park,29.1090956888875,41.2320212516742,RUMELİFENERİ,SARIYER
Muhtar Ibrahim Sağ Parkı,29.0324692034924,41.0752400339973,KÜLTÜR,BEŞİKTAŞ
Levent Huzurevi Parkı,29.0169970817659,41.0812596455893,LEVENT,BEŞİKTAŞ
Oto Center Meslek Lisesi Yanı Parkı,28.8514066492403,41.057973313749,100. YIL,BAĞCILAR
Fatih Parkı,28.9788039611073,41.093987288133,HAMİDİYE,KAĞITHANE
Şehit Cemal Tüfekçioğlu Park,29.0343828814444,41.0013542850684,ACIBADEM,KADIKÖY
Uğurkent Parkı,29.316158546209,40.8323859162925,İSTASYON,TUZLA
Babil Parkı,29.0279726544565,41.0823098685955,AKAT,BEŞİKTAŞ
Cumhuriyet Parkı,28.8194408611932,41.0081659131697,YENİBOSNA MERKEZ,BAHÇELİEVLER
Kadir Has Parkı,28.8290387332682,41.0170039347766,YENİBOSNA MERKEZ,BAHÇELİEVLER
Göl Boyu Parkı,29.2893632682963,40.8223141788907,POSTANE,TUZLA
Yürüyüş Parkı,29.1160251476952,40.9702362236314,İÇERENKÖY,ATAŞEHİR
Aşık Veysel Parkı,29.0857276368123,40.998666615659,ESATPAŞA,ATAŞEHİR
1054 Ada Parkı (Meyveli Park),28.6203091360877,40.9855777342118,DEREAĞZI,BEYLİKDÜZÜ
Otoparküstü Parkı,29.0112015429906,41.0635734305643,ESENTEPE,ŞİŞLİ
Nasrettin Hoca Parkı,28.8051435344903,41.0223206207735,İNÖNÜ,KÜÇÜKÇEKMECE
Şehit Piyade Er Lokman Eker Parkı,28.798370010547,41.0262008588878,İNÖNÜ,KÜÇÜKÇEKMECE
Mehmet Akif Ersoy Parkı,28.7917913966564,41.0338755224772,HALKALI MERKEZ,KÜÇÜKÇEKMECE
İBB Fetih Parkı,28.9254307077349,41.084302415575,AKŞEMSETTİN,EYÜPSULTAN
Kekava Sok. Parkı,28.5347471895273,40.9933169157294,SİNANOBA,BÜYÜKÇEKMECE
Ulus Depo Parkı,29.0261423492791,41.0723335796974,NİSBETİYE,BEŞİKTAŞ
Ataşehir Parkı,29.1370067995804,40.9907701653538,ATATÜRK,ATAŞEHİR
Ilgın Park,29.1332539444714,40.9844400645124,ATATÜRK,ATAŞEHİR
A. Yavuz Koca Omer Parkı,29.0331526433221,41.0738405191318,KÜLTÜR,BEŞİKTAŞ
Şehit Polis Metehan Şahbaz Parkı,28.8666418710842,41.1004817637639,UĞUR MUMCU,SULTANGAZİ
Zekeriyaköy Parkı,29.0292390547857,41.197364705885,ZEKERİYAKÖY,SARIYER
Nasrettin Hoca Parkı,28.848417164675,41.0511810138011,KEMALPAŞA,BAĞCILAR
Yayla Çocuk Parkı,29.312374589158,40.8302155531374,YAYLA,TUZLA
Zeytinlik Parkı,29.3048685307445,40.8280539297813,YAYLA,TUZLA
Anıt Parkı,29.3626077909793,40.8958013126064,ORHANLI,TUZLA
6. Cad. Parkı,29.4205588343421,40.9244580536248,AKFIRAT,TUZLA
Ceren Parkı,29.3530203252788,40.8965229255533,MESCİT,TUZLA
Doğan Sok. Parkı,29.2993863491769,40.8190316980709,POSTANE,TUZLA
Derya Parkı,29.300834800548,40.8215955004043,POSTANE,TUZLA
19 Mayıs Parkı,28.8887569977195,41.0036978362887,ABDURRAHMAN NAFİZ GÜRMAN,GÜNGÖREN
Ertuğrul Gazi Parkı,28.8789806009231,41.0864043699966,CUMHURİYET,SULTANGAZİ
Park,28.9927701053056,41.0847379916681,HARMANTEPE,KAĞITHANE
Söğüt Sok. Parkı,28.6037325720853,40.9994434806298,PINARTEPE,BÜYÜKÇEKMECE
Lale Parkı,28.9308328064898,41.0865378716245,AKŞEMSETTİN,EYÜPSULTAN
Yunus Emre Parkı,28.9346396448651,41.069140146184,ESENTEPE,EYÜPSULTAN
Huzur Mah. Camii Yanı Parkı,28.9871914355929,41.0998200172885,HUZUR,SARIYER
Kuğlubağ Sok. Parkı,28.9800863844735,41.050793773638,FERİKÖY,ŞİŞLİ
Cumhuriyet Parkı,29.0008494076834,41.116325608539,AYAZAĞA,SARIYER
Dr. Sadık Ahmet Parkı,28.8681299827459,41.034011634046,MERKEZ,BAĞCILAR
Nazif Hafize Hançer Parkı,28.829596636301,41.0341516322542,GÜNEŞLİ,BAĞCILAR
Kamil Aydemir Parkı,28.8640998600627,41.0366358234731,ÇINAR,BAĞCILAR
Güneşli Meydan Parkı,28.8286217680742,41.0309635286772,HÜRRİYET,BAĞCILAR
Yavuz Sultan Selim Parkı,28.8536877443321,41.0343009539101,YAVUZ SELİM,BAĞCILAR
Hayrettin Karaca Parkı,28.991703289156,41.0592315941942,19 MAYIS,ŞİŞLİ
Osmangazi Parkı,28.8912540911226,41.0979157395501,YUNUS EMRE,SULTANGAZİ
Dünya Barış Parkı,29.0030606568121,41.0502533186813,TÜRKALİ,BEŞİKTAŞ
Ambarlıdere Parkı,29.0267090607065,41.0620693499278,ULUS,BEŞİKTAŞ
Geçgel Sok. Parkı,29.0265998527712,41.0651973130783,ULUS,BEŞİKTAŞ
Çetin Emeç Parkı,29.0040411438094,41.052563034566,DİKİLİTAŞ,BEŞİKTAŞ
Ortanca Parkı,28.9783985883434,41.0541033422224,DUATEPE,ŞİŞLİ
Halil Rıfat Paşa Parkı,28.969324320482,41.0569205558764,HALİL RIFAT PAŞA,ŞİŞLİ
Merkez Parkı,28.8576751925353,41.0305951839513,MERKEZ,BAĞCILAR
Kanuni Sultan Süleyman Parkı,28.6721512241493,41.0015501980509,YAKUPLU,BEYLİKDÜZÜ
Mimar Sinan Parkı,28.8543894186835,41.0315847008489,İNÖNÜ,BAĞCILAR
Güneşli Parkı,28.8328360107145,41.0361720647186,GÜNEŞLİ,BAĞCILAR
Ercan Kılıçkaya Parkı,28.8448905914031,41.0286514325785,KAZIM KARABEKİR,BAĞCILAR
Orkide Parkı,29.1576174796564,41.0256484821976,PARSELLER,ÜMRANİYE
Tacettin Özgüder Parkı,29.2454051163676,40.9009851541894,HÜRRİYET,KARTAL
Bahtiyar Konuksan Parkı,29.2437378892481,40.9047639232477,HÜRRİYET,KARTAL
Fatih Sultan Mehmet Parkı,29.1953964265539,41.0188669983714,ÇAMLIK,ÇEKMEKÖY
Dr. Refik Saydam Parkı,29.2204641909993,41.0261391704511,GÜNGÖREN,ÇEKMEKÖY
Soğukpınar Parkı,29.2311964598923,41.0224035474684,SOĞUKPINAR,ÇEKMEKÖY
Bayrak Park,29.6088099266674,41.1668537999431,ÇAVUŞ,ŞİLE
Çocuk Parkı,28.9007211339053,41.076032328509,YENİ MAHALLE,GAZİOSMANPAŞA
Avcılar Merkez Parkı,28.7208652036244,40.9793950071942,MERKEZ,AVCILAR
Park,28.0122138191463,41.0981624428951,İSMETPAŞA,SİLİVRİ
Fevzi Çakmak Bölge Parkı,29.2625852801925,40.8845181245357,FEVZİ ÇAKMAK,PENDİK
Rami Parkı,28.9200816391607,41.0484864524207,RAMİ CUMA,EYÜPSULTAN
Şeyh Şamil Parkı,29.2084794688887,40.930380936225,UĞUR MUMCU,KARTAL
Hayrettin Paşa Parkı,29.2095219098472,40.9328934373056,UĞUR MUMCU,KARTAL
Park,28.2197879167111,41.3576251283197,YAYLACIK,ÇATALCA
Kumru Sok. Parkı,28.9172277456859,41.159406031966,MİMAR SİNAN,EYÜPSULTAN
Güzel Sok. Parkı,28.9342930081823,41.0804528584219,ÇIRÇIR,EYÜPSULTAN
Yenidoğan Parkı,29.2367409690165,41.0124774329782,YENİDOĞAN,SANCAKTEPE
Ceyhan Parkı,29.2387286725345,41.0148782032354,YENİDOĞAN,SANCAKTEPE
İBB Barış Manço Parkı,28.9265128696011,41.0897708264225,AKŞEMSETTİN,EYÜPSULTAN
Çocuk Parkı,28.8919035215751,41.1832775670864,GÖKTÜRK MERKEZ,EYÜPSULTAN
Park,28.8525305263115,41.2352363948877,ODAYERİ,EYÜPSULTAN
Ekrem Isı Parkı,29.1528869410905,41.011765403147,YUKARI DUDULLU,ÜMRANİYE
Fatih Parkı,29.2098542601557,41.0030228967283,SARIGAZİ,SANCAKTEPE
Şehit Abdullah Parkı,29.1552469006799,40.909875725774,ORHANTEPE,KARTAL
Aşık Kerem Parkı,29.0983334017298,41.1279048764874,GÜMÜŞSUYU,BEYKOZ
Zahireci Sok. Parkı,28.9323920658629,41.0426404094781,NİŞANCI,EYÜPSULTAN
Fenerbahçe Parkı,29.0971626003757,41.1154985226997,PAŞABAHÇE,BEYKOZ
Cumhuriyet Mah. Muhtarlığı Yan Parkı,29.2210571484975,40.9075321837685,CUMHURİYET,KARTAL
Aşık Umman Parkı,29.134088445243,41.0110276968991,MEHMET AKİF,ÜMRANİYE
Çimen Sok. Parkı,28.8857057435122,41.1841768591933,GÖKTÜRK MERKEZ,EYÜPSULTAN
Şelale Parkı,29.2131228108874,40.9349738420128,UĞUR MUMCU,KARTAL
Şeyh Edebali Parkı,29.1230643204891,41.0215955857358,FATİH SULTAN MEHMET,ÜMRANİYE
Poligon Parkı,29.1233240523354,41.0233774402722,FATİH SULTAN MEHMET,ÜMRANİYE
Gazeteci Hrant Dink Çocuk Parkı,29.0549701426646,40.9094572762493,KINALIADA,ADALAR
Park,29.2151950745306,40.8800489038409,KORDONBOYU,KARTAL
Şehit Er Tuncay Türken Parkı,28.7652688916644,41.183720899898,BOĞAZKÖY İSTİKLAL,ARNAVUTKÖY
Yunus Emre Parkı,28.7583404658205,41.1817160710048,YUNUS EMRE,ARNAVUTKÖY
Müharrem Gür Parkı,28.9473327093151,41.0766401858472,ALİBEYKÖY,EYÜPSULTAN
Hacı Mahmut Camii Yanı Parkı,29.0227407370072,41.0543005576382,MECİDİYE,BEŞİKTAŞ
Kumru Parkı,29.1799789255594,40.9005061629209,PETROL İŞ,KARTAL
Gazi Osmanpaşa Parkı,28.6724262731054,41.047146641167,ÖRNEK,ESENYURT
Yenişehir Parkı,29.2938975935019,40.9239605561389,YENİŞEHİR,PENDİK
Ulusal Egemenlik Parkı,28.4639748265965,41.1378496667623,FERHATPAŞA,ÇATALCA
Nazım Hikmet Parkı,29.212906591626,41.01019372747,İNÖNÜ,SANCAKTEPE
Açelya Parkı,29.2595365461876,41.0153768194383,MEVLANA,SANCAKTEPE
Cemre Parkı,29.2599107885183,40.9568957697499,ABDURRAHMANGAZİ,SULTANBEYLİ
Çeçenistan Parkı,29.2473575227938,40.9661468239674,HASANPAŞA,SULTANBEYLİ
Bahar Parkı,29.2450182190946,40.9681244192634,HASANPAŞA,SULTANBEYLİ
Erhan Gedikbaşı Parkı,28.935288163036,41.0378401541486,DEFTERDAR,EYÜPSULTAN
Üçtepe Parkı,28.9551750423462,41.0795357176071,GÜZELTEPE,EYÜPSULTAN
Davut Dede Parkı,29.0969004702165,41.0208355848332,İSTİKLAL,ÜMRANİYE
Zübeyde Hanım Parkı,29.22624142942,41.0142260485988,ATATÜRK,SANCAKTEPE
Dolgun Sok. Parkı,28.9326988380809,41.0709192210526,KARADOLAP,EYÜPSULTAN
Molla Gürani Parkı,29.2867237305478,40.9168198893897,KURTKÖY,PENDİK
Misak-i Milli Parkı,29.1070430160505,41.0192437576354,ATAKENT,ÜMRANİYE
Yıldıray Parkı,29.0883890667118,41.0214935900007,NAMIK KEMAL,ÜMRANİYE
Söğütlü Parkı,29.212423427306,40.9267874513722,UĞUR MUMCU,KARTAL
661. Sok. Parkı,28.6823989174081,41.0386927748251,YENİKENT,ESENYURT
Park,29.126098025926,41.090637459003,FATİH,BEYKOZ
80. Yıl Cumhuriyet Parkı,28.8892190875539,41.1787494694975,GÖKTÜRK MERKEZ,EYÜPSULTAN
Kadınlar Pazarı Yeşil Alan,28.9551938228267,41.0173623711606,ZEYREK,FATİH
Başakşehir Göçmen Konutları Parkı,28.7994909422468,41.1019016725669,BAŞAK,BAŞAKŞEHİR
Atatürk Parkı,28.6167757849013,41.1570851396166,HASTANE,ARNAVUTKÖY
Abdurrahmangazi Camii Parkı,29.2565683236196,40.9687640845337,ABDURRAHMANGAZİ,SULTANBEYLİ
Barış Parkı,29.0886848698613,41.0234207329369,NAMIK KEMAL,ÜMRANİYE
Şehit Yalçın Dursun Parkı,29.0923889929717,41.0160048585181,ESENEVLER,ÜMRANİYE
Safiye Akçasoy Parkı,29.0890025902612,41.01344858316,ESENEVLER,ÜMRANİYE
Nevbahar Parkı,28.6913575574245,41.3387682110705,KARABURUN,ARNAVUTKÖY
Şehit Metin Kaya Parkı,28.9247569172142,41.0799927354777,YEŞİLPINAR,EYÜPSULTAN
Yeşilpınar Bölge Parkı,28.9213454843231,41.0812070619369,YEŞİLPINAR,EYÜPSULTAN
Girne-2 Parkı,28.9194633991439,41.0804450835959,YEŞİLPINAR,EYÜPSULTAN
Çeşme Parkı,29.1099959904906,41.0423156646004,İNKILAP,ÜMRANİYE
Şair Nesimi Parkı,29.1002495230876,41.0214349951922,İSTİKLAL,ÜMRANİYE
Jandarma Üst Parkı,28.6818222450678,41.0663044404971,BAHÇEŞEHİR 2. KISIM,BAŞAKŞEHİR
Esenkent Atatürk Yürüyüş Parkı,28.670560715396,41.059512413109,AŞIK VEYSEL,ESENYURT
Şamlar Parkı,28.7552889954187,41.125459887889,ŞAMLAR,BAŞAKŞEHİR
Park,29.052665810579,41.0605519461389,KULELİ,ÜSKÜDAR
Park,29.0572445806486,41.0682988184557,KANDİLLİ,ÜSKÜDAR
Güven Parkı,29.2578577565653,41.0185854768806,YUNUS EMRE,SANCAKTEPE
Dragos Parkı,29.1505833180156,40.9090971120686,ORHANTEPE,KARTAL
Özkan Parkı,29.2387490589345,40.9040488325532,HÜRRİYET,KARTAL
Park,28.2729451323535,41.0653217707036,CUMHURİYET,SİLİVRİ
Kavaklı Parkı,28.3368086126519,41.095937879151,HÜRRİYET,SİLİVRİ
Duru Parkı,29.1033705473093,41.0123287444741,ATAKENT,ÜMRANİYE
Lalegül Parkı,29.1045091903658,41.018705364745,ATAKENT,ÜMRANİYE
Hasan Basri Parkı,29.2293370945795,40.9685720069152,AKPINAR,SANCAKTEPE
Akpınar Parkı,29.2314847006118,40.9711458547208,AKPINAR,SANCAKTEPE
Aytemur Parkı,29.2360023916725,40.9690905034506,AKPINAR,SANCAKTEPE
Şehit Yücel Urun Parkı,29.2164413492006,40.9573520165923,FATİH,SANCAKTEPE
Park,29.2508918476371,41.1842776177743,PAŞAMANDIRA,BEYKOZ
Park,29.2914067962787,41.1592302117865,KILIÇLI,BEYKOZ
65. Yıl Parkı,29.0791777023759,41.0701574256059,YENİ MAHALLE,BEYKOZ
Park,29.0888557398923,41.0935508664158,KAVACIK,BEYKOZ
Şehit Polis Mustafa Yazıcı Parkı,29.089090093746,41.0933181971699,KAVACIK,BEYKOZ
Erguvan Parkı,29.0964907261943,41.0929317102425,RÜZGARLIBAHÇE,BEYKOZ
Şehit Mehmet Altay Parkı,29.2447489970946,40.8916272291511,ORTA,PENDİK
Park,28.0132139347939,41.1022706232377,İSMETPAŞA,SİLİVRİ
Park,28.3026040810236,41.2233017970167,BEKİRLİ,SİLİVRİ
Park,28.2630582703154,41.2002719199399,KURFALLI,SİLİVRİ
Ihlamur Aile Çay Bahçesi ve Parkı,28.6493616952051,41.0172976909812,CUMHURİYET,ESENYURT
İSKİ Parkı,28.6505795408668,41.0399429559266,OSMANGAZİ,ESENYURT
Dikili Ağaç Parkı,28.9220042146648,41.0529508730651,İSLAMBEY,EYÜPSULTAN
Olimpiyat Parkı,28.8370032110505,40.9599118231155,YEŞİLKÖY,BAKIRKÖY
Kızılay Parkı,28.8467398028719,40.9993694020091,ŞİRİNEVLER,BAHÇELİEVLER
Mefkure Parkı,28.8833744331365,41.0309098855439,GENÇOSMAN,GÜNGÖREN
Huzur Parkı,29.2993937997726,40.8420526723973,EVLİYA ÇELEBİ,TUZLA
Sadegül Sokak Parkı,28.6193939487922,41.1513996083801,HASTANE,ARNAVUTKÖY
İstiklal Parkı,28.732864694309,41.1829450934962,ARNAVUTKÖY MERKEZ,ARNAVUTKÖY
23 Nisan Parkı,28.7659913750438,41.2021124509949,MAVİGÖL,ARNAVUTKÖY
Hamidiye Parkı,28.7198852403298,41.1956325675576,TAŞOLUK,ARNAVUTKÖY
Yeniköy Parkı,28.7179517679938,41.3168492717392,YENİKÖY,ARNAVUTKÖY
Görgülü Çukur Parkı,28.8930288767384,41.0139639666886,TOZKOPARAN,GÜNGÖREN
Park,28.8727416791965,41.0249959954678,MERKEZ,GÜNGÖREN
Divane Zülfer Parkı,29.2474540947029,40.8920926885237,DUMLUPINAR,PENDİK
Şehit Yarbay Cesur Parkı,28.8488215044845,40.9961371304828,ŞİRİNEVLER,BAHÇELİEVLER
Mahmutbey 1. Sok. Parkı,28.8444211888974,40.9961594416342,ŞİRİNEVLER,BAHÇELİEVLER
Papatya Parkı,29.088571535396,41.0052427023989,ESATPAŞA,ATAŞEHİR
Esatpaşa Parkı,29.083243034024,41.004797225494,ESATPAŞA,ATAŞEHİR
Çınar Parkı,29.0869924092177,40.9995563689603,ESATPAŞA,ATAŞEHİR
Akşemsettin Parkı,29.0843631703131,40.9985642678634,ESATPAŞA,ATAŞEHİR
Park,28.92261759098,41.0664481541634,YILDIZTABYA,GAZİOSMANPAŞA
Çanakça Köyü Parkı,28.4977563801534,41.2494172681686,ÇANAKÇA,ÇATALCA
Örencik Park,28.4773591795172,41.3270968399048,ÖRENCİK,ÇATALCA
Çiftlikköy Mah. Park-1,28.4086067314331,41.3372829478436,ÇİFTLİKKÖY,ÇATALCA
Park,29.4741433238029,41.0696756234771,BIÇKIDERE,ŞİLE
Çocuk Parkı,29.6087629316353,41.1772046199496,HACI KASIM,ŞİLE
Ağlayan Kayalar Parkı,29.8456749652982,41.1353985727154,AĞVA MERKEZ,ŞİLE
Vadi İçi Parkı,29.6122815706585,41.1788434817075,BALİBEY,ŞİLE
Şehit Murat Yetkin Parkı,28.8794339341015,41.0166956826507,SANAYİ,GÜNGÖREN
Kışla Sok. Dinlenme Alanı,28.8838626385493,41.0288415146825,GENÇOSMAN,GÜNGÖREN
Fırat Sok. Parkı,28.9219670303757,41.1625927441917,MİTHATPAŞA,EYÜPSULTAN
Park,28.5221584021705,41.0348218300501,TÜRKOBA,BÜYÜKÇEKMECE
Çocuk Parkı,28.9804108844218,41.089489990992,HAMİDİYE,KAĞITHANE
Öğretmenler Parkı,29.0138988161305,41.0177114366434,SALACAK,ÜSKÜDAR
Gonca Gül Parkı,29.0306099104477,41.0233466348524,MURATREİS,ÜSKÜDAR
Kasımağa Parkı,29.0251029452288,41.0178189093038,VALİDE-İ ATİK,ÜSKÜDAR
Ferah Parkı,29.0754166283038,41.0274888796549,KISIKLI,ÜSKÜDAR
Irmak Parkı,29.0777110232843,41.0350371250072,FERAH,ÜSKÜDAR
Çocuk Parkı,28.1414256945158,41.2839073837069,ÇAYIRDERE,SİLİVRİ
Park,28.4477557620289,41.0363187901564,KAMİLOBA,BÜYÜKÇEKMECE
Küçüksu Parkı,29.0696228393509,41.0691320812723,KÜÇÜKSU,ÜSKÜDAR
Millet Parkı,29.0538042620296,41.0233690574451,BURHANİYE,ÜSKÜDAR
Park,29.0329149732051,40.9820268143579,CAFERAĞA,KADIKÖY
Çocuk Parkı,28.532028557762,41.0162480270227,MURAT ÇESME,BÜYÜKÇEKMECE
Park,28.6083256098895,40.9990551949784,PINARTEPE,BÜYÜKÇEKMECE
Park,29.0964959268588,41.0070329507021,AŞIKVEYSEL,ATAŞEHİR
Park,29.0929776075026,41.0212414906395,NAMIK KEMAL,ÜMRANİYE
Çocuk Parkı,28.3669979744027,41.0532525015358,SELİMPAŞA,SİLİVRİ
Mareşal Fevzi Çakmak Parkı,29.0898062234692,41.1766247130677,ANADOLU KAVAĞI,BEYKOZ
Çocuk Parkı,28.2228105866053,41.0794190470679,MİMAR SİNAN,SİLİVRİ
Çocuk Parkı,28.011416873596,41.1006364363085,İSMETPAŞA,SİLİVRİ
Kartal Botanik Bahçesi,28.6712255391941,41.0660828980997,BAHÇEŞEHİR 2. KISIM,BAŞAKŞEHİR
Fatih Tarakça Parkı,29.1199718681832,40.9438569142996,İDEALTEPE,MALTEPE
Aygaz Parkı,29.0128831955134,41.2046424270541,ZEKERİYAKÖY,SARIYER
Yağmur Parkı,29.1660268091083,40.9138983978533,CEVİZLİ,KARTAL
Fethiye Sok. Parkı,29.1510702312767,40.9099544414295,YALI,MALTEPE
Çocuk Parkı,28.0875011901919,41.0765852682041,SANCAKTEPE,SİLİVRİ
Şehit Anneleri Vakif Parkı,29.1027507636275,40.9491388996623,KÜÇÜKYALI MERKEZ,MALTEPE
Sağlık Ocağı Parkı,29.1285708170843,40.9494415915538,AYDINEVLER,MALTEPE
Hasan Tahsin Parkı,28.7147004756521,41.1839790709556,KARLIBAYIR,ARNAVUTKÖY
Park,29.7752977503553,41.1420993630776,BOZGOCA,ŞİLE
Çocuk Parkı,28.2496430477977,41.0742892883871,ALİBEY,SİLİVRİ
Çocuk Parkı,29.4595865273269,40.9737853635186,GÖÇBEYLİ,PENDİK
Toros Parkı,29.1524387120293,40.9213559222134,CEVİZLİ,MALTEPE
