PLAY_DATE,PLAY_NAME,THEATER_NAME,PLAY_CATEGORY,IS_GUEST_PLAY,PLAY_TYPE,LONGITUDE,LATITUDE,NUMBER_OF_AUDIENCE
2020-01-30,BİR GÜN AYAKKABIMIN TEKİ,Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,2
2020-10-05,GEÇİT,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,2
2020-01-05,YAŞAYAN SAYFALAR,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,19
2018-04-19,GEÇ KALANLAR,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,6
2017-10-25,KARINCALAR - BİR SAVAŞ VARDI,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.0159,68
2017-12-22,BEN ÇAĞIRMADIM,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0129,41.019561,65
2019-11-19,VAHŞİ BATI,Sultangazi Hoca Ahmet Yesevi Sahnesi,Yetişkin,0,Yabancı,28.8765777,41.09774468,123
2018-11-22,OCAK'TA BAHAR,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0129,41.019561,196
2019-04-15,ELMA KURDU KIRTIK,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,17
2019-02-17,ALAADDİN'İN SİHİRLİ LAMBASI,Ümraniye Sahnesi,Çocuk,0,Yerli,29.104798,41.025025,99
2019-04-11,GEÇ KALANLAR,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.023817,41.017064,9
2017-11-27,SIZI,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.104798,41.025025,35
2017-11-10,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.970972,41.079366,8
2017-10-30,PALYAÇO PRENS,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,48
2018-12-30,ELMA KURDU KIRTIK,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,60
2019-12-16,AY IŞIĞINDA ŞAMATA,Sultangazi Hoca Ahmet Yesevi Sahnesi,Yetişkin,0,Yerli,28.8765777,41.09774468,45
2019-12-28,NORA - BİR BEBEK EVİ,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.916482,41.057846,8
2020-03-11,BİR GÜN AYAKKABIMIN TEKİ,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,6
2019-12-18,BENİM GÜZEL PABUÇLARIM,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765777,41.09774468,4
2019-12-26,"AY, CARMELA!",Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,21
2018-05-11,DEVİNİM (BİLKENT ÜNİ. TİYATRO BÖLÜMÜ),Kadıköy Haldun Taner Sahnesi,Yetişkin,1,Yerli,29.023408,40.99177,11
2018-02-23,MEVLANA'DAN ÖYKÜLER,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,15
2019-02-01,TATLI KAÇIK,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yabancı,29.023817,41.017064,2
2018-09-28,KARINCALAR - BİR SAVAŞ VARDI,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0129,41.019561,19
2020-09-23,HAYAL SATICISI / AYSA PRODÜKSİYON TİYATROSU," AYSA TİYATRO",Yetişkin,0,Yerli,28.956194,41.0159,27
2020-02-09,KAHVEDE ŞENLİK VAR,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.023817,41.017064,8
2019-12-19,RÜYA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,106
2020-03-07,MATRUŞKA,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,6
2019-12-25,ÜZGÜN AĞAÇLAR ÜLKESİ,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,22
2017-12-18,BİR KÜMES HİKAYESİ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,56
2018-11-10,CAN YELEĞİ,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,7
2020-02-15,BİR KÜMES HİKAYESİ,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,50
2020-01-14,AY IŞIĞINDA ŞAMATA,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,4
2017-11-24,BİR KÜMES HİKAYESİ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,71
2017-09-23,GEÇ KALANLAR,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,69
2018-01-02,ÜZGÜN AĞAÇLAR ÜLKESİ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,44
2020-02-09,KAHVEDE ŞENLİK VAR,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0129,41.019561,30
2019-06-05,CİBALİ KARAKOLU,Harbiye Cemil Topuzlu Açıkhava Sahnesi,Müzikal,0,Yabancı,28.99044,41.045777,26
2017-09-20,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.99177,118
2019-10-30,HASTALIK HASTASI,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,65
2018-03-16,BEN ÇAĞIRMADIM,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.916482,41.057846,12
2017-12-09,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,32
2019-03-02,ÜÇ KARDEŞ VE MUHTEŞEM KURT,Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,4
2018-04-12,ŞAHANE ZÜĞÜRTLER,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,45
2019-12-02,KAHVEDE ŞENLİK VAR,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,2
2018-10-29,PALYAÇO PRENS,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,11
2018-02-25,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,43
2018-11-06,MACBETH,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.970972,41.079366,112
2018-10-06,AY IŞIĞINDA ŞAMATA,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,1
2018-01-09,OYUNUN OYUNU,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,30
2018-12-22,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.970972,41.079366,4
2019-01-17,KAHVEDE ŞENLİK VAR,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,29
2019-10-11,SON,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.104798,41.025025,91
2018-04-16,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.99177,14
2018-11-26,BİSKÜVİ ADAM,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yabancı,28.988829,41.046788,112
2018-12-18,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.99177,6
2017-10-15,İKİ ARADA BİR YERDE,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,15
2020-01-17,FELATUN BEY İLE RAKIM EFENDİ,Sultangazi Hoca Ahmet Yesevi Sahnesi,Müzikal,0,Yerli,28.8765777,41.09774468,22
2018-10-30,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,78
2019-04-04,BİZİM AİLE,Ümraniye Sahnesi,Müzikal,0,Yerli,29.104798,41.025025,4
2020-02-04,BENİM GÜZEL PABUÇLARIM,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765777,41.09774468,8
2019-11-19,BİR GÜN AYAKKABIMIN TEKİ,Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,18
2019-04-11,POLLYANNA,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yabancı,28.988829,41.046788,47
2018-01-28,ŞAHANE ZÜĞÜRTLER,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.970972,41.079366,52
2018-11-27,ON İKİ ÖFKELİ ADAM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.0159,59
2019-03-09,FELATUN BEY İLE RAKIM EFENDİ,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,29
2020-09-22,SESİN RESMİ / DOT," DOT",Yetişkin,0,Yabancı,28.956194,41.0159,90
2019-01-20,AMANVERMEZ AVNİ,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0129,41.019561,12
2019-01-26,SON,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,47
2019-11-28,PALYAÇO PRENS,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765777,41.09774468,111
2019-11-22,POLLYANNA,Ümraniye Sahnesi,Çocuk,0,Yabancı,29.104798,41.025025,132
2018-04-24,KOMİK-İ ŞEHİR NAŞİT BEY,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,89
2018-11-30,GEÇ KALANLAR,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,54
2020-02-07,RÜYA,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,26
2020-10-08,SESSİZ ADAM VE SİNEK / Q PERFORMANS," Q PERFORMANS",Çocuk,0,Yerli,28.8765777,41.09774468,1
2018-05-21,BİZİM AİLE,Harbiye Cemil Topuzlu Açıkhava Sahnesi,Müzikal,0,Yerli,28.99044,41.045777,73
2018-05-19,FIRTINA (GENÇ TİYATRO - İBB ŞEHİR TİYATROLARI),Kadıköy Haldun Taner Sahnesi,Yetişkin,1,Yerli,29.023408,40.99177,19
2018-02-01,NORA - BİR BEBEK EVİ,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,88
2018-12-06,OCAK'TA BAHAR,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,11
2020-11-13,MELEK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,5
2020-11-02,BENCE HİÇ KOMİK DEĞİL / TİYATRO RETORİK," TİYATRO RETORİK",Yetişkin,0,Yerli,28.8765777,41.09774468,6
2019-10-29,BİSKÜVİ ADAM,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yabancı,28.956194,41.0159,54
2018-12-19,BİR GÜN AYAKKABIMIN TEKİ,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,6
2018-02-23,KAHVEDE ŞENLİK VAR,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,31
2018-01-29,BİR KÜMES HİKAYESİ,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,1
2019-05-09,KAPANIŞ KONSERİ - 100. YIL DARÜLBEDAYİ ATÖLYESİ KOROSU,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,1,Yabancı,29.023817,41.017064,35
2019-04-02,SON,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.104798,41.025025,25
2019-01-22,BİR KÜMES HİKAYESİ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,299
2019-12-23,GEÇ KALANLAR,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.023817,41.017064,6
2019-02-06,POLLYANNA,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yabancı,28.988829,41.046788,207
2018-01-08,ŞEKERPARE,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli,28.970972,41.079366,46
2019-12-25,ELMA KURDU KIRTIK,Ümraniye Sahnesi,Çocuk,0,Yerli,29.104798,41.025025,6
2019-09-28,AMANVERMEZ AVNİ,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.970972,41.079366,42
2019-12-31,ÇIN SABAHTA,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,13
2018-11-29,BİR KÜMES HİKAYESİ,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,60
2020-01-14,CİBALİ KARAKOLU,Sultangazi Hoca Ahmet Yesevi Sahnesi,Müzikal,0,Yabancı,28.8765777,41.09774468,2
2019-12-22,BİR KÜMES HİKAYESİ,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,42
2018-01-24,SIZI,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0129,41.019561,102
2017-12-23,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı,28.970972,41.079366,112
2019-01-18,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli,28.970972,41.079366,39
2017-12-22,YANGIN YERİNDE ORKİDELER,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0129,41.019561,59
2018-02-14,KARAGÖZ ÇİFTLİK BEKÇİSİ,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,8
2018-03-16,ÜÇ KARDEŞ VE MUHTEŞEM KURT,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,40
2017-11-25,MARTI,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,52
2018-12-16,OCAK'TA BAHAR,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0129,41.019561,37
2018-10-15,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,12
2019-05-09,OTOBÜS (KADİR HAS ÜNİVERSİTESİ TİYATRO TOPLULUĞU),Fatih Reşat Nuri Sahnesi,Yetişkin,1,Yabancı,28.956194,41.0159,2
2017-12-10,SIZI,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.970972,41.079366,53
2019-11-09,UZLAŞMA,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yabancı,29.023817,41.017064,62
2019-01-28,BİSKÜVİ ADAM,Gaziosmanpaşa Sahnesi,Çocuk,0,Yabancı,28.916482,41.057846,2
2020-03-08,UZLAŞMA,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yabancı,29.023817,41.017064,16
2018-03-24,BİR KÜMES HİKAYESİ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,90
2019-03-04,CAN YELEĞİ,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,63
2018-12-26,YAŞASIN BARIŞ,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,1
2020-09-26,ANDAN DAHA KISA (LESS THAN NO TİME) / TALDANS," TAL DANS",Yetişkin,0,Yabancı,29.023817,41.017064,10
2018-12-11,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.970972,41.079366,40
2018-11-03,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,111
2020-01-04,BENİM GÜZEL PABUÇLARIM,Üsküdar Kerem Yılmazer Sahnesi,Çocuk,0,Yerli,29.023817,41.017064,2
2019-04-09,CİBALİ KARAKOLU,Sultangazi Hoca Ahmet Yesevi Sahnesi,Müzikal,0,Yabancı,28.8765777,41.09774468,31
2019-01-12,KOMİK-İ ŞEHİR NAŞİT BEY,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,1
2020-02-26,NORA - BİR BEBEK EVİ,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0129,41.019561,15
2019-01-02,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.99177,115
2019-12-23,KAHVEDE ŞENLİK VAR,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.023817,41.017064,2
2019-01-11,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.99177,2
2017-09-24,MARTI,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0129,41.019561,93
2017-12-28,SAADET HANIM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,21
2018-04-07,KOMİK-İ ŞEHİR NAŞİT BEY,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.970972,41.079366,25
2018-01-28,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Ümraniye Sahnesi,Müzikal,0,Yabancı,29.104798,41.025025,45
2020-10-21,FISILTI ODASI /  MİMBAZ TİYATRO,"  MİMBAZ TİYATRO",Çocuk,0,Yerli,28.970972,41.079366,3
2017-11-08,SAADET HANIM,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,48
2018-11-18,ALAADDİN'İN SİHİRLİ LAMBASI,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,38
2019-12-10,KARINCALAR - BİR SAVAŞ VARDI,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.0159,40
2020-02-07,PALYAÇO PRENS,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,6
2019-12-20,İKİ EFENDİNİN UŞAĞI,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.0129,41.019561,55
2019-10-30,BİR KÜMES HİKAYESİ,Sultangazi Hoca Ahmet Yesevi Sahnesi,Çocuk,0,Yerli,28.8765777,41.09774468,12
2020-11-06,ÇIN SABAHTA,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,2
2018-11-21,ŞAHANE ZÜĞÜRTLER,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.916482,41.057846,98
2020-01-05,HARİKALAR MUTFAĞI,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,14
2020-01-19,"AY, CARMELA!",Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.0159,38
2019-09-23,ŞAHANE ZÜĞÜRTLER,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,89
2017-12-16,CİBALİ KARAKOLU,Üsküdar Musahipzade Celãl Sahnesi,Müzikal,0,Yabancı,29.0129,41.019561,39
2018-03-27,SIZI,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.104798,41.025025,5
2018-04-17,ALAADDİN'İN SİHİRLİ LAMBASI,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,2
2019-01-13,PALYAÇO PRENS,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,51
2018-05-09,SIFIR DERECE AŞK (TİYATRO ASD İST. ÜNİ. DEV. KONS.),Kadıköy Haldun Taner Sahnesi,Yetişkin,1,Yerli,29.023408,40.99177,147
2019-11-07,YAŞASIN BARIŞ,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,2
2019-10-26,GEÇ KALANLAR,Ümraniye Sahnesi,Yetişkin,0,Yerli,29.104798,41.025025,43
2019-04-05,TATLI KAÇIK,Sultangazi Hoca Ahmet Yesevi Sahnesi,Yetişkin,0,Yabancı,28.8765777,41.09774468,10
2017-12-28,ŞAHANE ZÜĞÜRTLER,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.916482,41.057846,32
2018-03-06,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.970972,41.079366,34
2017-10-31,BİR KÜMES HİKAYESİ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.0159,75
2020-01-21,RÜYA,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,5
2019-01-04,BİSKÜVİ ADAM,Gaziosmanpaşa Sahnesi,Çocuk,0,Yabancı,28.916482,41.057846,118
2019-10-06,OCAK'TA BAHAR,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,106
2020-03-08,HARİKALAR MUTFAĞI,Gaziosmanpaşa Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,44
2018-10-31,İKİ ARADA BİR YERDE,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.970972,41.079366,63
2018-03-21,GEÇ KALANLAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,188
2017-11-01,MARTI,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,43
2018-05-07,KAFKAS TEBEŞİR DAİRESİ (MALTEPE ORHANGAZİ ANADOLU LİSESİ),Ümraniye Sahnesi,Yetişkin,1,Yerli,29.104798,41.025025,3
2019-12-22,CAN YELEĞİ,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,31
2017-11-15,DEDEKTİF KÖPEK CASH,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,46
2018-01-16,AY IŞIĞINDA ŞAMATA,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yerli,28.916482,41.057846,17
2019-03-05,BEN ÇAĞIRMADIM,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,53
2020-01-24,POLLYANNA,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yabancı,28.988829,41.046788,23
2019-02-07,ÜÇ KARDEŞ VE MUHTEŞEM KURT,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,51
2019-10-10,VAHŞİ BATI,Sultangazi Hoca Ahmet Yesevi Sahnesi,Yetişkin,0,Yabancı,28.8765777,41.09774468,23
2019-01-26,BEN ÇAĞIRMADIM,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yabancı,29.023817,41.017064,30
2018-03-10,DEFİNE ADASI,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yabancı,28.988829,41.046788,175
2019-10-21,KARINCALAR - BİR SAVAŞ VARDI,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.916482,41.057846,28
2020-11-06,RÜSTEMOĞLU CEMAL'İN TUHAF HİKÂYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yerli,28.988829,41.046788,69
2020-02-29,ELMA KURDU KIRTIK,Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.916482,41.057846,2
2018-04-01,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yabancı,28.988829,41.046788,92
2019-04-18,MATRUŞKA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.0129,41.019561,142
2019-12-21,CİBALİ KARAKOLU,Sultangazi Hoca Ahmet Yesevi Sahnesi,Müzikal,0,Yabancı,28.8765777,41.09774468,56
2017-09-21,İKİ ARADA BİR YERDE,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,20
2020-02-25,İKİ EFENDİNİN UŞAĞI,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.970972,41.079366,65
2020-09-23,NİHAYET MAKAMI / ALTIDAN SONRA TİYATRO," ALTIDAN SONRA TİYATRO",Yetişkin,0,Yerli,29.0129,41.019561,10
2019-11-05,KAHVEDE ŞENLİK VAR,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.023817,41.017064,2
2019-10-23,BİZİM AİLE,Üsküdar Musahipzade Celãl Sahnesi,Müzikal,0,Yerli,29.0129,41.019561,404
2018-01-21,ÇİNGENELER GÖKYÜZÜNDE YAŞAR,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yabancı,28.988829,41.046788,44
2018-01-05,BİR KÜMES HİKAYESİ,Üsküdar Musahipzade Celãl Sahnesi,Çocuk,0,Yerli,29.0129,41.019561,29
2018-01-23,AY IŞIĞINDA ŞAMATA,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli,28.970972,41.079366,62
2019-06-05,AMANVERMEZ AVNİ,Harbiye Cemil Topuzlu Açıkhava Sahnesi,Yetişkin,0,Yerli,28.99044,41.045777,21
2018-01-20,ELMA KURDU KIRTIK,Ümraniye Sahnesi,Çocuk,0,Yerli,29.104798,41.025025,134
2020-01-28,KOMİK-İ ŞEHİR NAŞİT BEY,Üsküdar Kerem Yılmazer Sahnesi,Yetişkin,0,Yerli,29.023817,41.017064,1
2018-02-10,BİR GÜN AYAKKABIMIN TEKİ,Üsküdar Kerem Yılmazer Sahnesi,Çocuk,0,Yerli,29.023817,41.017064,4
2019-01-02,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,104
2018-01-27,BEN ÇAĞIRMADIM,Gaziosmanpaşa Sahnesi,Yetişkin,0,Yabancı,28.916482,41.057846,26
2019-04-06,KAHVEDE ŞENLİK VAR,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,123
2019-10-17,ŞAHANE ZÜĞÜRTLER,Ümraniye Sahnesi,Yetişkin,0,Yabancı,29.104798,41.025025,21
2019-03-08,GEÇ KALANLAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.0159,47
2019-11-22,SÖZ VERİYORUM,Kağıthane Sadabad Sahnesi,Yetişkin,0,Yabancı,28.970972,41.079366,16
2018-10-24,CAN YELEĞİ,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.99177,123
2018-01-17,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı,28.970972,41.079366,24
2020-02-19,KARAGÖZ ÇİFTLİK BEKÇİSİ,Kağıthane Küçük Kemal Çocuk Tiyatrosu Sahnesi,Çocuk,0,Yerli,28.970972,41.079366,4
