institution_id,district_tr,district_eng,institution_name,latitude,longitude,neighborhood_tr,neighborhood_eng,institution_type_tr,institution_type_eng,care_type
1855,Ümrani̇ye,Umraniye,Hacivat Parkı,41.0189480140614,29.0908277980006,NAMIK KEMAL,NAMIK KEMAL,Park,Park,genellestirilmis
1856,Kağithane,Kagithane,Zafer Parkı,41.0821649665994,28.9796244830577,MERKEZ,MERKEZ,Park,Park,genellestirilmis
1857,Bahçeli̇evler,Bahcelievler,Şehit Güven Kösen Parkı,41.0065623963225,28.8274927154166,ÇOBANÇEŞME,COBANCESME,Park,Park,cocuk
1858,Kağithane,Kagithane,Çocuk Parkı,41.0751641472687,28.9586537798145,NURTEPE,NURTEPE,Park,Park,genellestirilmis
1859,Arnavutköy,Arnavutkoy,Nene Hatun Parkı,41.1987300318668,28.7309534095608,NENEHATUN,NENEHATUN,Park,Park,genellestirilmis
1860,Gazi̇osmanpaşa,Gaziosmanpasa,Çimentepe Sok. Parkı,41.0575728252592,28.9200344855184,SARIGÖL,SARIGOL,Park,Park,genellestirilmis
1861,Kağithane,Kagithane,Açelya Parkı,41.0960529314412,28.9904578313158,SEYRANTEPE,SEYRANTEPE,Park,Park,genellestirilmis
1862,Üsküdar,Uskudar,Sedef Çiçeği Parkı,41.0098356189958,29.0857396425596,CUMHURİYET,CUMHURIYET,Park,Park,genellestirilmis
1863,Si̇li̇vri̇,Silivri,Çocuk Parkı,41.077981327535,28.0821437329086,BALABAN,BALABAN,Park,Park,cocuk
1864,Maltepe,Maltepe,Sahil Park,40.9216641181268,29.1275638623584,YALI,YALI,Park,Park,genellestirilmis
1865,Kartal,Kartal,Yürek Kayalar Parkı,40.9241783159774,29.2246253611714,YAKACIK YENİ,YAKACIK YENI,Park,Park,genellestirilmis
1866,Bakirköy,Bakirkoy,Beşir Göğüş Parkı,40.9935109864864,28.8702551782158,KARTALTEPE,KARTALTEPE,Park,Park,genellestirilmis
1867,Bakirköy,Bakirkoy,Akın Yolu Parkı,40.9889630826409,28.8804607850268,KARTALTEPE,KARTALTEPE,Park,Park,genellestirilmis
1868,Kağithane,Kagithane,Filizlenen Parkı,41.0973522360777,28.9985225191819,YEŞİLCE,YESILCE,Park,Park,genellestirilmis
1869,Kağithane,Kagithane,Hanımeli Parkı,41.0782898978228,28.9962641722038,TELSİZLER,TELSIZLER,Park,Park,genellestirilmis
1870,Gazi̇osmanpaşa,Gaziosmanpasa,Park,41.0790331429324,28.9098744170787,KAZIM KARABEKİR,KAZIM KARABEKIR,Park,Park,genellestirilmis
1871,Gazi̇osmanpaşa,Gaziosmanpasa,Çocuk Parkı,41.0730220019473,28.8997828451329,YENİ MAHALLE,YENI MAHALLE,Park,Park,cocuk
1872,Şi̇şli̇,Sisli,Ayşecik Sok. Parkı,41.0604622789366,28.994858017519,FULYA,FULYA,Park,Park,genellestirilmis
1873,Bağcilar,Bagcilar,Fevzi Çakmak Mahallesi Muhtarlık Parkı,41.0451790445528,28.8581332159587,FEVZİ ÇAKMAK,FEVZI CAKMAK,Park,Park,genellestirilmis
1874,Büyükçekmece,Buyukcekmece,Mimaroba Atatürk Parkı,41.0066368343895,28.5415318873082,EKİNOBA,EKINOBA,Park,Park,genellestirilmis
1875,Büyükçekmece,Buyukcekmece,Albatros Büyük Park,41.011183562817,28.5987386794475,ATATÜRK,ATATURK,Park,Park,genellestirilmis
1876,Eyüpsultan,Eyupsultan,İBB Çobançeşme Parkı,41.0812201839924,28.9507113466802,GÜZELTEPE,GUZELTEPE,Park,Park,genellestirilmis
1877,Sultangazi̇,Sultangazi,Şehit Piyade Er Zafer Oktay Parkı,41.1050025556893,28.8939806635242,GAZİ,GAZI,Park,Park,genellestirilmis
1878,Gazi̇osmanpaşa,Gaziosmanpasa,Park,41.0841367796836,28.8891216242187,KARADENİZ,KARADENIZ,Park,Park,genellestirilmis
1879,Büyükçekmece,Buyukcekmece,Piri Reis Cad. Parkı,41.0100859536188,28.5473094094907,EKİNOBA,EKINOBA,Park,Park,genellestirilmis
1880,Kadiköy,Kadikoy,Dostluk Parkı,40.9806637938998,29.0855913263562,SAHRAYICEDİT,SAHRAYICEDIT,Park,Park,genellestirilmis
1881,Güngören,Gungoren,Şehit P. Er Hasan Sorma Parkı,41.0224518148448,28.8653467503097,GÜNEŞTEPE,GUNESTEPE,Park,Park,genellestirilmis
1882,Güngören,Gungoren,Şehit Özcan Canik Parkı,41.0291325830429,28.860488613166,GÜNEŞTEPE,GUNESTEPE,Park,Park,genellestirilmis
1883,Küçükçekmece,Kucukcekmece,Yusuf Köksal Parkı,41.0325910116801,28.7961166868328,HALKALI MERKEZ,HALKALI MERKEZ,Park,Park,genellestirilmis
1884,Güngören,Gungoren,Genç Osman Parkı,41.0261006902081,28.8737442029239,MERKEZ,MERKEZ,Park,Park,genellestirilmis
1885,Sultangazi̇,Sultangazi,Hoca Ahmet Yesevi Parkı,41.0973557730118,28.8757766537558,50. YIL,50. YIL,Park,Park,genellestirilmis
1886,Sultangazi̇,Sultangazi,Şehit Piyade Er Bekir Cömert Parkı,41.0987070548879,28.8747961127227,UĞUR MUMCU,UGUR MUMCU,Park,Park,genellestirilmis
1887,Sultangazi̇,Sultangazi,Prof. Dr. Sabahattin Zaim Parkı,41.1022781935602,28.8723943354592,UĞUR MUMCU,UGUR MUMCU,Park,Park,genellestirilmis
1888,Eyüpsultan,Eyupsultan,Mostar Parkı,41.0808979351754,28.9480192141919,ALİBEYKÖY,ALIBEYKOY,Park,Park,genellestirilmis
1889,Beyli̇kdüzü,Beylikduzu,Münir Özkul Parkı,40.9665482358947,28.645370233811,SAHİL,SAHIL,Park,Park,genellestirilmis
1890,Kağithane,Kagithane,Kuruçay Parkı,41.0693612000221,28.9690560131418,GÜRSEL,GURSEL,Park,Park,genellestirilmis
1891,Bağcilar,Bagcilar,Hacı Bektaş-i Veli Parkı,41.0458095488904,28.8513835402158,FEVZİ ÇAKMAK,FEVZI CAKMAK,Park,Park,genellestirilmis
1892,Eyüpsultan,Eyupsultan,Semerkant Parkı,41.0786555436026,28.9218718384513,YEŞİLPINAR,YESILPINAR,Park,Park,genellestirilmis
1893,Ataşehi̇r,Atasehir,30 Ağustos Parkı,40.9874300144395,29.1533316391962,MEVLANA,MEVLANA,Park,Park,genellestirilmis
1894,Büyükçekmece,Buyukcekmece,Barış Parkı,41.033239711987,28.5509272840883,ULUS,ULUS,Park,Park,genellestirilmis
1895,Büyükçekmece,Buyukcekmece,Değirmen Parkı,41.0176727251,28.5950374440796,FATİH,FATIH,Park,Park,genellestirilmis
1896,Büyükçekmece,Buyukcekmece,Gülfer Sok. Parkı,40.9935835525243,28.541182551719,SİNANOBA,SINANOBA,Park,Park,genellestirilmis
1897,Eyüpsultan,Eyupsultan,Filli Parkı,41.178400720444,28.8879261132064,GÖKTÜRK MERKEZ,GOKTURK MERKEZ,Park,Park,genellestirilmis
1898,Eyüpsultan,Eyupsultan,Sedef Sok. Parkı,41.1806715160176,28.8936311847688,GÖKTÜRK MERKEZ,GOKTURK MERKEZ,Park,Park,genellestirilmis
1899,Sultangazi̇,Sultangazi,Meşe Parkı,41.0984771088472,28.9101083244151,ZÜBEYDE HANIM,ZUBEYDE HANIM,Park,Park,genellestirilmis
1900,Sultangazi̇,Sultangazi,Şehit Necati Özgel Parkı,41.0990541135821,28.8570038773597,SULTANÇİFTLİĞİ,SULTANCIFTLIGI,Park,Park,genellestirilmis
1901,Sultangazi̇,Sultangazi,Mühacirler Parkı,41.1089337464529,28.8636236740772,CEBECİ,CEBECI,Park,Park,genellestirilmis
1902,Sultangazi̇,Sultangazi,Kanuni Sultan Süleyman Parkı,41.1276118969704,28.8431723949274,HABİBLER,HABIBLER,Park,Park,genellestirilmis
1903,Beyli̇kdüzü,Beylikduzu,75. Yıl Parkı,40.9880233191128,28.6044127316215,GÜRPINAR,GURPINAR,Park,Park,genellestirilmis
1904,Kağithane,Kagithane,Akça Parkı,41.0788249887756,28.986343970795,ÇAĞLAYAN,CAGLAYAN,Park,Park,genellestirilmis
1905,Kağithane,Kagithane,Gülsu Park,41.0766830962944,29.0030546396152,ORTABAYIR,ORTABAYIR,Park,Park,genellestirilmis
1906,Kadiköy,Kadikoy,Özgürlük Parkı,40.9791055953979,29.0557857295952,GÖZTEPE,GOZTEPE,Park,Park,genellestirilmis
1907,Kadiköy,Kadikoy,Park,40.9822406909191,29.0258332663396,CAFERAĞA,CAFERAGA,Park,Park,genellestirilmis
1908,Ataşehi̇r,Atasehir,Sarmaşık Parkı,40.9943575148474,29.0948907916069,BARBAROS,BARBAROS,Park,Park,genellestirilmis
1909,Pendi̇k,Pendik,100. Yıl Parkı,40.8766399820874,29.2238184253957,BATI,BATI,Park,Park,genellestirilmis
1910,Pendi̇k,Pendik,700. Yıl Parkı,40.8941347445994,29.2430472670526,ÇINARDERE,CINARDERE,Park,Park,genellestirilmis
1911,Bağcilar,Bagcilar,Aşık Şenlik Parkı,41.0611015518643,28.836661817067,GÖZTEPE,GOZTEPE,Park,Park,genellestirilmis
1912,Avcilar,Avcilar,Deli Orman Parkı,41.0113572775668,28.7049603604334,FİRUZKÖY,FIRUZKOY,Park,Park,genellestirilmis
1913,Avcilar,Avcilar,Şehit Öğretmenler Nesrin - Cuma İbiş Parkı,41.0090852059758,28.7081066174102,FİRUZKÖY,FIRUZKOY,Park,Park,genellestirilmis
1914,Tuzla,Tuzla,Okul Parkı,40.9277690857154,29.3412840942809,FATİH,FATIH,Park,Park,genellestirilmis
1915,Tuzla,Tuzla,Akfırat Parkı,40.925751097165,29.4181286554439,AKFIRAT,AKFIRAT,Park,Park,genellestirilmis
1916,Büyükçekmece,Buyukcekmece,Ulus Sok. Parkı,41.0032155163888,28.5408318380073,MİMAROBA,MIMAROBA,Park,Park,genellestirilmis
1917,Kadiköy,Kadikoy,Park,40.9909987347021,29.0229389311232,CAFERAĞA,CAFERAGA,Park,Park,genellestirilmis
1918,Büyükçekmece,Buyukcekmece,Atatürk Parkı,40.9985278939025,28.5127000189319,GÜZELCE,GUZELCE,Park,Park,genellestirilmis
1919,Büyükçekmece,Buyukcekmece,Reyhan Parkı,41.0254788273586,28.5412298826828,HÜRRİYET,HURRIYET,Park,Park,genellestirilmis
1920,Sultangazi̇,Sultangazi,Yasemin Parkı,41.1004119127727,28.8831401635567,ESENTEPE,ESENTEPE,Park,Park,genellestirilmis
1921,Sultangazi̇,Sultangazi,Mehmet Akif Ersoy Parkı,41.0992010409651,28.8752840856965,ESENTEPE,ESENTEPE,Park,Park,genellestirilmis
1922,Beyli̇kdüzü,Beylikduzu,Mehmetçik Parkı,41.009529184748,28.6439668273664,BÜYÜKŞEHİR,BUYUKSEHIR,Park,Park,genellestirilmis
1923,Beyli̇kdüzü,Beylikduzu,Park,40.9894592939059,28.6675196899475,YAKUPLU,YAKUPLU,Park,Park,genellestirilmis
1924,Beyli̇kdüzü,Beylikduzu,Kadir Topbaş Parkı,40.9796887708469,28.6685591243457,MARMARA,MARMARA,Park,Park,genellestirilmis
1925,Küçükçekmece,Kucukcekmece,Öğretmen Yusuf Kardeş Parkı,41.0330144094876,28.7939300791291,HALKALI MERKEZ,HALKALI MERKEZ,Park,Park,genellestirilmis
1926,Küçükçekmece,Kucukcekmece,Menekşe Sahil Parkı,40.9819990225821,28.7617797144807,FATİH,FATIH,Park,Park,genellestirilmis
1927,Üsküdar,Uskudar,Hacıbaba Parkı,41.0290533179952,29.0170695098952,SULTANTEPE,SULTANTEPE,Park,Park,genellestirilmis
1928,Güngören,Gungoren,29 Ekim Parkı,41.0057451895094,28.8925248812391,ABDURRAHMAN NAFİZ GÜRMAN,ABDURRAHMAN NAFIZ GURMAN,Park,Park,genellestirilmis
1929,Güngören,Gungoren,Cevizlik Parkı,41.0261830079971,28.8784761491313,MERKEZ,MERKEZ,Park,Park,genellestirilmis
1930,Pendi̇k,Pendik,Cem Karaca Parkı,40.927845011671,29.3062529194903,YENİŞEHİR,YENISEHIR,Park,Park,genellestirilmis
1931,Sultangazi̇,Sultangazi,Org. Eşref Bitlis Parkı,41.0935556335054,28.8626990202849,SULTANÇİFTLİĞİ,SULTANCIFTLIGI,Park,Park,genellestirilmis
1932,Beyli̇kdüzü,Beylikduzu,Piri Reis Parkı,40.9954801556589,28.5975786752996,GÜRPINAR,GURPINAR,Park,Park,genellestirilmis
1933,Beyli̇kdüzü,Beylikduzu,Kurtuluş Parkı,40.990632780977,28.6072434085082,GÜRPINAR,GURPINAR,Park,Park,genellestirilmis
1934,Beyli̇kdüzü,Beylikduzu,Merkez Mah. Muhtarlık Parkı,40.9927250914452,28.608587570334,GÜRPINAR,GURPINAR,Park,Park,genellestirilmis
1935,Kağithane,Kagithane,Park,41.0848993396476,28.9876974238911,YAHYA KEMAL,YAHYA KEMAL,Park,Park,genellestirilmis
1936,Kadiköy,Kadikoy,Park,40.9911743837246,29.0423559503988,EĞİTİM,EGITIM,Park,Park,genellestirilmis
1937,Pendi̇k,Pendik,Olimpiyat Parkı,40.9016345625964,29.2475551541907,ÇINARDERE,CINARDERE,Park,Park,genellestirilmis
1938,Tuzla,Tuzla,Onur Parkı,40.8378190413614,29.2995808835865,EVLİYA ÇELEBİ,EVLIYA CELEBI,Park,Park,genellestirilmis
1939,Bağcilar,Bagcilar,Akşemsettin Parkı,41.0481199104258,28.8405323318022,DEMİRKAPI,DEMIRKAPI,Park,Park,genellestirilmis
1940,Tuzla,Tuzla,Tıp Kent Parkı,40.8240556068841,29.3225195087279,İSTASYON,ISTASYON,Park,Park,genellestirilmis
1941,Tuzla,Tuzla,Eksen Parkı,40.8268106781143,29.320216522163,İSTASYON,ISTASYON,Park,Park,genellestirilmis
1942,Tuzla,Tuzla,Konaşlı Parkı,40.8849212043253,29.3347367091024,AYDINLI,AYDINLI,Park,Park,genellestirilmis
1943,Tuzla,Tuzla,Şehit İbrahim Doğan Parkı,40.8280249058539,29.3541838409843,ŞİFA,SIFA,Park,Park,genellestirilmis
1944,Avcilar,Avcilar,Mehmet Akif Ersoy Parkı,41.0031862292128,28.7070295109324,MUSTAFA KEMALPAŞA,MUSTAFA KEMALPASA,Park,Park,genellestirilmis
1945,Pendi̇k,Pendik,Köroğlu Çocuk Parkı,40.9285840053431,29.3225435608043,HARMANDERE,HARMANDERE,Park,Park,cocuk
1946,Pendi̇k,Pendik,Harmandere Mehmetçik Parkı,40.9356552560327,29.3224449180779,HARMANDERE,HARMANDERE,Park,Park,genellestirilmis
1947,Gazi̇osmanpaşa,Gaziosmanpasa,Mehmet Niyazi Özdemir Parkı,41.0793157161622,28.8854122127116,KARADENİZ,KARADENIZ,Park,Park,genellestirilmis
1948,Gazi̇osmanpaşa,Gaziosmanpasa,Valide Sultan Parkı,41.0752677421375,28.9076544722307,FEVZİ ÇAKMAK,FEVZI CAKMAK,Park,Park,genellestirilmis
1949,Bağcilar,Bagcilar,Mustafa Kemal Parkı,41.0689071651414,28.8554946916858,100. YIL,100. YIL,Park,Park,genellestirilmis
1950,Tuzla,Tuzla,Park,40.8405463186509,29.3605004725928,MİMAR SİNAN,MIMAR SINAN,Park,Park,genellestirilmis
1951,Tuzla,Tuzla,Şehit Umut Eraslan Parkı,40.8186814914179,29.3048853937032,POSTANE,POSTANE,Park,Park,genellestirilmis
1952,Şi̇şli̇,Sisli,Albay Sadri Alantar Sok. Parkı,41.0551714668111,28.9926305614706,MEŞRUTİYET,MESRUTIYET,Park,Park,genellestirilmis
1953,Tuzla,Tuzla,Şehit J. Er Necmi Yıldırım Parkı,40.833400451878,29.3024094902447,YAYLA,YAYLA,Park,Park,genellestirilmis
1954,Bağcilar,Bagcilar,Kaptan-ı Derya Barbaros Hayrettin Paşa Parkı,41.0247170642049,28.8408150843352,BARBAROS,BARBAROS,Park,Park,genellestirilmis
1955,Şi̇şli̇,Sisli,Çifte Cevizler Parkı,41.0646187965512,28.9790143438339,HALİDE EDİP ADIVAR,HALIDE EDIP ADIVAR,Park,Park,genellestirilmis
1956,Pendi̇k,Pendik,Sanayi Parkı,40.9073631472592,29.3005186898686,SANAYİ,SANAYI,Park,Park,genellestirilmis
1957,Pendi̇k,Pendik,Park,40.9091470215781,29.2527190782893,VELİBABA,VELIBABA,Park,Park,genellestirilmis
1958,Adalar,Adalar,Kumsal Parkı,40.8748122114794,29.1334657628503,MADEN,MADEN,Park,Park,genellestirilmis
1959,Sariyer,Sariyer,Yeniköy Çamlık Parkı,41.1252019107832,29.0705651169834,YENİKÖY,YENIKOY,Park,Park,genellestirilmis
1960,Kağithane,Kagithane,Bahri Beşler Parkı,41.0859554752896,28.9707887832813,MERKEZ,MERKEZ,Park,Park,genellestirilmis
1961,Kağithane,Kagithane,Cendere Sahil Parkı,41.0866512699814,28.9800081387361,HAMİDİYE,HAMIDIYE,Park,Park,genellestirilmis
1962,Esenler,Esenler,241. Sok. Parkı,41.0418178490275,28.8666433402062,FATİH,FATIH,Park,Park,genellestirilmis
1963,Adalar,Adalar,Metin Sülüş Parkı,40.8762173710181,29.0997418378471,HEYBELİADA,HEYBELIADA,Park,Park,genellestirilmis
1964,Tuzla,Tuzla,Yayla Yolu Parkı,40.8220348445501,29.3041752082821,POSTANE,POSTANE,Park,Park,genellestirilmis
1965,Esenler,Esenler,Kurudere Parkı,41.0579141694567,28.8603744500763,TURGUT REİS,TURGUT REIS,Park,Park,genellestirilmis
1966,Bahçeli̇evler,Bahcelievler,Şehitlik Parkı,41.0040712003919,28.877275171817,BAHÇELİEVLER,BAHCELIEVLER,Park,Park,genellestirilmis
1967,Küçükçekmece,Kucukcekmece,29 Ekim Cumhuriyet Parkı,41.0065006932922,28.7890875727065,FEVZİ ÇAKMAK,FEVZI CAKMAK,Park,Park,genellestirilmis
1968,Küçükçekmece,Kucukcekmece,Şerife Bacı Parkı,40.9939291713531,28.7733538766022,YENİ MAHALLE,YENI MAHALLE,Park,Park,genellestirilmis
1969,Maltepe,Maltepe,Tohum Parkı,40.9500985567682,29.0981038113301,ALTINTEPE,ALTINTEPE,Park,Park,genellestirilmis
1970,Pendi̇k,Pendik,Kardelen Parkı,40.9059931949321,29.2475269878211,VELİBABA,VELIBABA,Park,Park,genellestirilmis
1971,Sariyer,Sariyer,Şehit Kurmay Binbaşı Hüseyin Güvercin Parkı,41.1080138119011,28.9990044259529,HUZUR,HUZUR,Park,Park,genellestirilmis
1972,Sariyer,Sariyer,Mazlum Sok. Parkı,41.1284899927598,29.0316056753941,ÇAMLITEPE,CAMLITEPE,Park,Park,genellestirilmis
1973,Sariyer,Sariyer,Tarabyaüstü Park,41.1427430897968,29.0496627536562,KİREÇBURNU,KIRECBURNU,Park,Park,genellestirilmis
1974,Ataşehi̇r,Atasehir,Emekevler-1 Parkı,40.9884975405407,29.1442591788391,ATATÜRK,ATATURK,Park,Park,genellestirilmis
1975,Ataşehi̇r,Atasehir,Meskenler Parkı,40.9776589940754,29.1175193549824,İÇERENKÖY,ICERENKOY,Park,Park,genellestirilmis
1976,Ataşehi̇r,Atasehir,Şekercioğlu Kafoğlu Parkı,40.9718699617376,29.1248187123541,İÇERENKÖY,ICERENKOY,Park,Park,genellestirilmis
1977,Sariyer,Sariyer,Kocayemiş Parkı,41.1717421459023,29.0590602072183,SARIYER MERKEZ,SARIYER MERKEZ,Park,Park,genellestirilmis
1978,Sariyer,Sariyer,Kum Zambakları Parkı,41.2445434622275,29.0327752783844,KUMKÖY (KİLYOS),KUMKOY (KILYOS),Park,Park,genellestirilmis
1979,Sariyer,Sariyer,Atatürk Parkı,41.1744284801586,29.0470359353433,MADEN,MADEN,Park,Park,genellestirilmis
1980,Sariyer,Sariyer,Hostes Mana Topçu Parkı,41.181889352737,29.0724438696548,RUMELİ KAVAĞI,RUMELI KAVAGI,Park,Park,genellestirilmis
1981,Bahçeli̇evler,Bahcelievler,Mimar Sinan Parkı,41.0194397720536,28.821842065383,YENİBOSNA MERKEZ,YENIBOSNA MERKEZ,Park,Park,genellestirilmis
1982,Esenler,Esenler,Fetih Parkı,41.055237439543,28.8564798323642,TUNA,TUNA,Park,Park,genellestirilmis
1983,Küçükçekmece,Kucukcekmece,Serap Eser Parkı,41.0163257882035,28.7971769697206,TEVFİKBEY,TEVFIKBEY,Park,Park,genellestirilmis
1984,Küçükçekmece,Kucukcekmece,Hüdai Bukağılı Parkı,40.9931532879143,28.7725006504561,YENİ MAHALLE,YENI MAHALLE,Park,Park,genellestirilmis
1985,Tuzla,Tuzla,İçmeler Parkı,40.8463432562877,29.3070390291493,İÇMELER,ICMELER,Park,Park,genellestirilmis
1986,Gazi̇osmanpaşa,Gaziosmanpasa,Namık Kemal Cad. Parkı,41.0783721305258,28.8806212333212,KARADENİZ,KARADENIZ,Park,Park,genellestirilmis
1987,Gazi̇osmanpaşa,Gaziosmanpasa,Yücel Sok. Parkı,41.0551683797533,28.9225400582622,SARIGÖL,SARIGOL,Park,Park,genellestirilmis
1988,Sariyer,Sariyer,Şeyh Edebali Parkı,41.142222519196,29.0482180846207,KİREÇBURNU,KIRECBURNU,Park,Park,genellestirilmis
1989,Sariyer,Sariyer,Yunus Emre Parkı,41.1210581558372,29.0374094185899,PINAR,PINAR,Park,Park,genellestirilmis
1990,Sariyer,Sariyer,Uğur Mumcu Parkı,41.1596004838675,29.0199366657087,PTT EVLERİ,PTT EVLERI,Park,Park,genellestirilmis
1991,Gazi̇osmanpaşa,Gaziosmanpasa,Çamlık Parkı-1,41.0673345996649,28.9249030968439,YILDIZTABYA,YILDIZTABYA,Park,Park,genellestirilmis
1992,Sariyer,Sariyer,Fatih Parkı,41.0897373008577,29.0468595035636,RUMELİ HİSARI,RUMELI HISARI,Park,Park,genellestirilmis
1993,Beşi̇ktaş,Besiktas,Park,41.0526423590665,29.0060954100944,DİKİLİTAŞ,DIKILITAS,Park,Park,genellestirilmis
1994,Üsküdar,Uskudar,Kırçiçeği Parkı,41.0451258428796,29.0769018334174,BAHÇELİEVLER,BAHCELIEVLER,Park,Park,genellestirilmis
1995,Bahçeli̇evler,Bahcelievler,Erzurumlu İbrahim Hakkım Parkı,41.0180279567727,28.842699347283,KOCASİNAN MERKEZ,KOCASINAN MERKEZ,Park,Park,genellestirilmis
1996,Bahçeli̇evler,Bahcelievler,Sevgi Evi Parkı,41.0208241130221,28.8353345960087,KOCASİNAN MERKEZ,KOCASINAN MERKEZ,Park,Park,genellestirilmis
1997,Kağithane,Kagithane,H. Anadolu Parkı,41.0931147404542,28.9805350184056,HAMİDİYE,HAMIDIYE,Park,Park,genellestirilmis
1998,Beyoğlu,Beyoglu,Park,41.0403157944326,28.953578601925,KEÇECİ PİRİ,KECECI PIRI,Park,Park,genellestirilmis
1999,Bahçeli̇evler,Bahcelievler,Zübeyde Hanım Parkı,41.005496681512,28.8756880011014,BAHÇELİEVLER,BAHCELIEVLER,Park,Park,genellestirilmis
2000,Bahçeli̇evler,Bahcelievler,Nacı Kasım Parkı,41.0010811216558,28.8733675415497,BAHÇELİEVLER,BAHCELIEVLER,Park,Park,genellestirilmis
2001,Bahçeli̇evler,Bahcelievler,Spor Parkı,40.9963388709468,28.8254981135224,ÇOBANÇEŞME,COBANCESME,Park,Park,genellestirilmis
2002,Beşi̇ktaş,Besiktas,Akatlar Parkı,41.0870493902396,29.0207082531019,AKAT,AKAT,Park,Park,genellestirilmis
2003,Bağcilar,Bagcilar,Ayvalı Sok. Parkı,41.0460445009631,28.8472093130388,FATİH,FATIH,Park,Park,genellestirilmis
2004,Bağcilar,Bagcilar,Yunus Emre Sitesi Parkı,41.0353835973967,28.8384881089325,KİRAZLI,KIRAZLI,Park,Park,genellestirilmis
2005,Bahçeli̇evler,Bahcelievler,Orhan Ayhan Parkı,41.0042477902896,28.8398354337259,HÜRRİYET,HURRIYET,Park,Park,genellestirilmis
2006,Kadiköy,Kadikoy,Ekin Parkı,40.9784525200149,29.0903528795363,19 MAYIS,19 MAYIS,Park,Park,genellestirilmis
2007,Sariyer,Sariyer,Kocataş Spor Parkı,41.169618769966,29.036731515655,KOCATAŞ,KOCATAS,Park,Park,genellestirilmis
2008,Kadiköy,Kadikoy,Hürriyet Çocuk Parkı,40.9738920371789,29.0922832218439,19 MAYIS,19 MAYIS,Park,Park,cocuk
2009,Kağithane,Kagithane,Şehit Erdal Tenekeci Parkı,41.084809575072,28.9867065103532,YAHYA KEMAL,YAHYA KEMAL,Park,Park,genellestirilmis
2010,Kağithane,Kagithane,Lale Parkı,41.0929767309853,28.9864551177712,SEYRANTEPE,SEYRANTEPE,Park,Park,genellestirilmis
2011,Gazi̇osmanpaşa,Gaziosmanpasa,Mevlana Parkı,41.0870978815518,28.9175740155524,MEVLANA,MEVLANA,Park,Park,genellestirilmis
2012,Tuzla,Tuzla,Park,40.8274276575019,29.317605559373,İSTASYON,ISTASYON,Park,Park,genellestirilmis
2013,Bahçeli̇evler,Bahcelievler,Sadri Alışık Parkı,41.0049109209822,28.8628634881546,BAHÇELİEVLER,BAHCELIEVLER,Park,Park,genellestirilmis
2014,Bağcilar,Bagcilar,Saraybosna Parkı,41.0348478958288,28.8515897422745,YAVUZ SELİM,YAVUZ SELIM,Park,Park,genellestirilmis
2015,Bahçeli̇evler,Bahcelievler,Yıldırım Beyazıt Parkı,41.0021374674614,28.8353226926966,ZAFER,ZAFER,Park,Park,genellestirilmis
2016,Tuzla,Tuzla,Sumru Parkı,40.8157254489975,29.28342931291,POSTANE,POSTANE,Park,Park,genellestirilmis
2017,Ataşehi̇r,Atasehir,Çınar Parkı,40.9638227391574,29.1155805296849,İÇERENKÖY,ICERENKOY,Park,Park,genellestirilmis
2018,Ataşehi̇r,Atasehir,Kayışdağı Parkı,40.9769414287247,29.1554915031087,KAYIŞDAĞI,KAYISDAGI,Park,Park,genellestirilmis
2019,Bahçeli̇evler,Bahcelievler,Park,41.0011954577186,28.8460979252474,ŞİRİNEVLER,SIRINEVLER,Park,Park,genellestirilmis
2020,Bahçeli̇evler,Bahcelievler,Altınyıldız Parkı,41.0068386474315,28.8203199522133,YENİBOSNA MERKEZ,YENIBOSNA MERKEZ,Park,Park,genellestirilmis
2021,Ataşehi̇r,Atasehir,Manolya-1 Park,40.9813585761252,29.1242642788208,KÜÇÜKBAKKALKÖY,KUCUKBAKKALKOY,Park,Park,genellestirilmis
2022,Ataşehi̇r,Atasehir,Muhtarlık Parkı-1,40.981675175043,29.1148999137435,KÜÇÜKBAKKALKÖY,KUCUKBAKKALKOY,Park,Park,genellestirilmis
2023,Ataşehi̇r,Atasehir,Sardunya Parkı,40.9823922765556,29.1181812840665,KÜÇÜKBAKKALKÖY,KUCUKBAKKALKOY,Park,Park,genellestirilmis
2024,Avcilar,Avcilar,Komando Onbaşı Hakan Kuyucu Parkı,40.9967224970733,28.7117920897082,ÜNİVERSİTE,UNIVERSITE,Park,Park,genellestirilmis
2025,Beyli̇kdüzü,Beylikduzu,Hacı Bektaş Veli Parkı,40.9952084344388,28.6055302215706,GÜRPINAR,GURPINAR,Park,Park,genellestirilmis
2026,Kağithane,Kagithane,Dumlupınar Parkı,41.0746363849471,28.969373270372,GÜRSEL,GURSEL,Park,Park,genellestirilmis
2027,Bağcilar,Bagcilar,Kirazlı Mah. Mahalle Muhtarlık Parkı,41.035586216682,28.8405264608653,KİRAZLI,KIRAZLI,Park,Park,genellestirilmis
2028,Şi̇şli̇,Sisli,Yaşar Kemal Parkı,41.0757753248232,29.0084567323442,ESENTEPE,ESENTEPE,Park,Park,genellestirilmis
2029,Sariyer,Sariyer,İbn-i Sina Parkı,41.1189900860814,29.0506982604967,İSTİNYE,ISTINYE,Park,Park,genellestirilmis
2030,Esenler,Esenler,Tuna Vadisi Parkı,41.050917559767,28.8648916136025,TUNA,TUNA,Park,Park,genellestirilmis
