institution_id,district_tr,district_eng,institution_name,latitude,longitude,neighborhood_tr,neighborhood_eng,institution_type_tr,institution_type_eng,care_type
870,Şi̇le,Sile,Bayrak Park,41.1668537999431,29.6088099266674,ÇAVUŞ,CAVUS,Park,Park,genellestirilmis
871,Gazi̇osmanpaşa,Gaziosmanpasa,Çocuk Parkı,41.076032328509,28.9007211339053,YENİ MAHALLE,YENI MAHALLE,Park,Park,cocuk
872,Avcilar,Avcilar,Avcılar Merkez Parkı,40.9793950071942,28.7208652036244,MERKEZ,MERKEZ,Park,Park,genellestirilmis
873,Si̇li̇vri̇,Silivri,Park,41.0981624428951,28.0122138191463,İSMETPAŞA,ISMETPASA,Park,Park,genellestirilmis
874,Pendi̇k,Pendik,Fevzi Çakmak Bölge Parkı,40.8845181245357,29.2625852801925,FEVZİ ÇAKMAK,FEVZI CAKMAK,Park,Park,genellestirilmis
875,Eyüpsultan,Eyupsultan,Rami Parkı,41.0484864524207,28.9200816391607,RAMİ CUMA,RAMI CUMA,Park,Park,genellestirilmis
876,Kartal,Kartal,Şeyh Şamil Parkı,40.930380936225,29.2084794688887,UĞUR MUMCU,UGUR MUMCU,Park,Park,genellestirilmis
877,Kartal,Kartal,Hayrettin Paşa Parkı,40.9328934373056,29.2095219098472,UĞUR MUMCU,UGUR MUMCU,Park,Park,genellestirilmis
878,Çatalca,Catalca,Park,41.3576251283197,28.2197879167111,YAYLACIK,YAYLACIK,Park,Park,genellestirilmis
879,Eyüpsultan,Eyupsultan,Kumru Sok. Parkı,41.159406031966,28.9172277456859,MİMAR SİNAN,MIMAR SINAN,Park,Park,genellestirilmis
880,Eyüpsultan,Eyupsultan,Güzel Sok. Parkı,41.0804528584219,28.9342930081823,ÇIRÇIR,CIRCIR,Park,Park,genellestirilmis
881,Sancaktepe,Sancaktepe,Yenidoğan Parkı,41.0124774329782,29.2367409690165,YENİDOĞAN,YENIDOGAN,Park,Park,genellestirilmis
882,Sancaktepe,Sancaktepe,Ceyhan Parkı,41.0148782032354,29.2387286725345,YENİDOĞAN,YENIDOGAN,Park,Park,genellestirilmis
883,Eyüpsultan,Eyupsultan,İBB Barış Manço Parkı,41.0897708264225,28.9265128696011,AKŞEMSETTİN,AKSEMSETTIN,Park,Park,genellestirilmis
884,Eyüpsultan,Eyupsultan,Çocuk Parkı,41.1832775670864,28.8919035215751,GÖKTÜRK MERKEZ,GOKTURK MERKEZ,Park,Park,cocuk
885,Eyüpsultan,Eyupsultan,Park,41.2352363948877,28.8525305263115,ODAYERİ,ODAYERI,Park,Park,genellestirilmis
886,Ümrani̇ye,Umraniye,Ekrem Isı Parkı,41.011765403147,29.1528869410905,YUKARI DUDULLU,YUKARI DUDULLU,Park,Park,genellestirilmis
887,Sancaktepe,Sancaktepe,Fatih Parkı,41.0030228967283,29.2098542601557,SARIGAZİ,SARIGAZI,Park,Park,genellestirilmis
888,Kartal,Kartal,Şehit Abdullah Parkı,40.909875725774,29.1552469006799,ORHANTEPE,ORHANTEPE,Park,Park,genellestirilmis
889,Beykoz,Beykoz,Aşık Kerem Parkı,41.1279048764874,29.0983334017298,GÜMÜŞSUYU,GUMUSSUYU,Park,Park,genellestirilmis
890,Eyüpsultan,Eyupsultan,Zahireci Sok. Parkı,41.0426404094781,28.9323920658629,NİŞANCI,NISANCI,Park,Park,genellestirilmis
891,Beykoz,Beykoz,Fenerbahçe Parkı,41.1154985226997,29.0971626003757,PAŞABAHÇE,PASABAHCE,Park,Park,genellestirilmis
892,Kartal,Kartal,Cumhuriyet Mah. Muhtarlığı Yan Parkı,40.9075321837685,29.2210571484975,CUMHURİYET,CUMHURIYET,Park,Park,genellestirilmis
893,Ümrani̇ye,Umraniye,Aşık Umman Parkı,41.0110276968991,29.134088445243,MEHMET AKİF,MEHMET AKIF,Park,Park,genellestirilmis
894,Eyüpsultan,Eyupsultan,Çimen Sok. Parkı,41.1841768591933,28.8857057435122,GÖKTÜRK MERKEZ,GOKTURK MERKEZ,Park,Park,genellestirilmis
895,Kartal,Kartal,Şelale Parkı,40.9349738420128,29.2131228108874,UĞUR MUMCU,UGUR MUMCU,Park,Park,genellestirilmis
896,Ümrani̇ye,Umraniye,Şeyh Edebali Parkı,41.0215955857358,29.1230643204891,FATİH SULTAN MEHMET,FATIH SULTAN MEHMET,Park,Park,genellestirilmis
897,Ümrani̇ye,Umraniye,Poligon Parkı,41.0233774402722,29.1233240523354,FATİH SULTAN MEHMET,FATIH SULTAN MEHMET,Park,Park,genellestirilmis
898,Adalar,Adalar,Gazeteci Hrant Dink Çocuk Parkı,40.9094572762493,29.0549701426646,KINALIADA,KINALIADA,Park,Park,cocuk
899,Kartal,Kartal,Park,40.8800489038409,29.2151950745306,KORDONBOYU,KORDONBOYU,Park,Park,genellestirilmis
900,Arnavutköy,Arnavutkoy,Şehit Er Tuncay Türken Parkı,41.183720899898,28.7652688916644,BOĞAZKÖY İSTİKLAL,BOGAZKOY ISTIKLAL,Park,Park,genellestirilmis
901,Arnavutköy,Arnavutkoy,Yunus Emre Parkı,41.1817160710048,28.7583404658205,YUNUS EMRE,YUNUS EMRE,Park,Park,genellestirilmis
902,Eyüpsultan,Eyupsultan,Müharrem Gür Parkı,41.0766401858472,28.9473327093151,ALİBEYKÖY,ALIBEYKOY,Park,Park,genellestirilmis
903,Beşi̇ktaş,Besiktas,Hacı Mahmut Camii Yanı Parkı,41.0543005576382,29.0227407370072,MECİDİYE,MECIDIYE,Park,Park,genellestirilmis
904,Kartal,Kartal,Kumru Parkı,40.9005061629209,29.1799789255594,PETROL İŞ,PETROL IS,Park,Park,genellestirilmis
905,Esenyurt,Esenyurt,Gazi Osmanpaşa Parkı,41.047146641167,28.6724262731054,ÖRNEK,ORNEK,Park,Park,genellestirilmis
906,Pendi̇k,Pendik,Yenişehir Parkı,40.9239605561389,29.2938975935019,YENİŞEHİR,YENISEHIR,Park,Park,genellestirilmis
907,Çatalca,Catalca,Ulusal Egemenlik Parkı,41.1378496667623,28.4639748265965,FERHATPAŞA,FERHATPASA,Park,Park,genellestirilmis
908,Sancaktepe,Sancaktepe,Nazım Hikmet Parkı,41.01019372747,29.212906591626,İNÖNÜ,INONU,Park,Park,genellestirilmis
909,Sancaktepe,Sancaktepe,Açelya Parkı,41.0153768194383,29.2595365461876,MEVLANA,MEVLANA,Park,Park,genellestirilmis
910,Sultanbeyli̇,Sultanbeyli,Cemre Parkı,40.9568957697499,29.2599107885183,ABDURRAHMANGAZİ,ABDURRAHMANGAZI,Park,Park,genellestirilmis
911,Sultanbeyli̇,Sultanbeyli,Çeçenistan Parkı,40.9661468239674,29.2473575227938,HASANPAŞA,HASANPASA,Park,Park,genellestirilmis
912,Sultanbeyli̇,Sultanbeyli,Bahar Parkı,40.9681244192634,29.2450182190946,HASANPAŞA,HASANPASA,Park,Park,genellestirilmis
913,Eyüpsultan,Eyupsultan,Erhan Gedikbaşı Parkı,41.0378401541486,28.935288163036,DEFTERDAR,DEFTERDAR,Park,Park,genellestirilmis
914,Eyüpsultan,Eyupsultan,Üçtepe Parkı,41.0795357176071,28.9551750423462,GÜZELTEPE,GUZELTEPE,Park,Park,genellestirilmis
915,Ümrani̇ye,Umraniye,Davut Dede Parkı,41.0208355848332,29.0969004702165,İSTİKLAL,ISTIKLAL,Park,Park,genellestirilmis
916,Sancaktepe,Sancaktepe,Zübeyde Hanım Parkı,41.0142260485988,29.22624142942,ATATÜRK,ATATURK,Park,Park,genellestirilmis
917,Eyüpsultan,Eyupsultan,Dolgun Sok. Parkı,41.0709192210526,28.9326988380809,KARADOLAP,KARADOLAP,Park,Park,genellestirilmis
918,Pendi̇k,Pendik,Molla Gürani Parkı,40.9168198893897,29.2867237305478,KURTKÖY,KURTKOY,Park,Park,genellestirilmis
919,Ümrani̇ye,Umraniye,Misak-i Milli Parkı,41.0192437576354,29.1070430160505,ATAKENT,ATAKENT,Park,Park,genellestirilmis
920,Ümrani̇ye,Umraniye,Yıldıray Parkı,41.0214935900007,29.0883890667118,NAMIK KEMAL,NAMIK KEMAL,Park,Park,genellestirilmis
921,Kartal,Kartal,Söğütlü Parkı,40.9267874513722,29.212423427306,UĞUR MUMCU,UGUR MUMCU,Park,Park,genellestirilmis
922,Esenyurt,Esenyurt,661. Sok. Parkı,41.0386927748251,28.6823989174081,YENİKENT,YENIKENT,Park,Park,genellestirilmis
923,Beykoz,Beykoz,Park,41.090637459003,29.126098025926,FATİH,FATIH,Park,Park,genellestirilmis
924,Eyüpsultan,Eyupsultan,80. Yıl Cumhuriyet Parkı,41.1787494694975,28.8892190875539,GÖKTÜRK MERKEZ,GOKTURK MERKEZ,Park,Park,genellestirilmis
925,Fati̇h,Fatih,Kadınlar Pazarı Yeşil Alan,41.0173623711606,28.9551938228267,ZEYREK,ZEYREK,Park,Park,genellestirilmis
926,Başakşehi̇r,Basaksehir,Başakşehir Göçmen Konutları Parkı,41.1019016725669,28.7994909422468,BAŞAK,BASAK,Park,Park,genellestirilmis
927,Arnavutköy,Arnavutkoy,Atatürk Parkı,41.1570851396166,28.6167757849013,HASTANE,HASTANE,Park,Park,genellestirilmis
928,Sultanbeyli̇,Sultanbeyli,Abdurrahmangazi Camii Parkı,40.9687640845337,29.2565683236196,ABDURRAHMANGAZİ,ABDURRAHMANGAZI,Park,Park,genellestirilmis
929,Ümrani̇ye,Umraniye,Barış Parkı,41.0234207329369,29.0886848698613,NAMIK KEMAL,NAMIK KEMAL,Park,Park,genellestirilmis
930,Ümrani̇ye,Umraniye,Şehit Yalçın Dursun Parkı,41.0160048585181,29.0923889929717,ESENEVLER,ESENEVLER,Park,Park,genellestirilmis
931,Ümrani̇ye,Umraniye,Safiye Akçasoy Parkı,41.01344858316,29.0890025902612,ESENEVLER,ESENEVLER,Park,Park,genellestirilmis
932,Arnavutköy,Arnavutkoy,Nevbahar Parkı,41.3387682110705,28.6913575574245,KARABURUN,KARABURUN,Park,Park,genellestirilmis
933,Eyüpsultan,Eyupsultan,Şehit Metin Kaya Parkı,41.0799927354777,28.9247569172142,YEŞİLPINAR,YESILPINAR,Park,Park,genellestirilmis
934,Eyüpsultan,Eyupsultan,Yeşilpınar Bölge Parkı,41.0812070619369,28.9213454843231,YEŞİLPINAR,YESILPINAR,Park,Park,genellestirilmis
935,Eyüpsultan,Eyupsultan,Girne-2 Parkı,41.0804450835959,28.9194633991439,YEŞİLPINAR,YESILPINAR,Park,Park,genellestirilmis
936,Ümrani̇ye,Umraniye,Çeşme Parkı,41.0423156646004,29.1099959904906,İNKILAP,INKILAP,Park,Park,genellestirilmis
937,Ümrani̇ye,Umraniye,Şair Nesimi Parkı,41.0214349951922,29.1002495230876,İSTİKLAL,ISTIKLAL,Park,Park,genellestirilmis
938,Başakşehi̇r,Basaksehir,Jandarma Üst Parkı,41.0663044404971,28.6818222450678,BAHÇEŞEHİR 2. KISIM,BAHCESEHIR 2. KISIM,Park,Park,genellestirilmis
939,Esenyurt,Esenyurt,Esenkent Atatürk Yürüyüş Parkı,41.059512413109,28.670560715396,AŞIK VEYSEL,ASIK VEYSEL,Park,Park,genellestirilmis
940,Başakşehi̇r,Basaksehir,Şamlar Parkı,41.125459887889,28.7552889954187,ŞAMLAR,SAMLAR,Park,Park,genellestirilmis
941,Üsküdar,Uskudar,Park,41.0605519461389,29.052665810579,KULELİ,KULELI,Park,Park,genellestirilmis
942,Üsküdar,Uskudar,Park,41.0682988184557,29.0572445806486,KANDİLLİ,KANDILLI,Park,Park,genellestirilmis
943,Sancaktepe,Sancaktepe,Güven Parkı,41.0185854768806,29.2578577565653,YUNUS EMRE,YUNUS EMRE,Park,Park,genellestirilmis
944,Kartal,Kartal,Dragos Parkı,40.9090971120686,29.1505833180156,ORHANTEPE,ORHANTEPE,Park,Park,genellestirilmis
945,Kartal,Kartal,Özkan Parkı,40.9040488325532,29.2387490589345,HÜRRİYET,HURRIYET,Park,Park,genellestirilmis
946,Si̇li̇vri̇,Silivri,Park,41.0653217707036,28.2729451323535,CUMHURİYET,CUMHURIYET,Park,Park,genellestirilmis
947,Si̇li̇vri̇,Silivri,Kavaklı Parkı,41.095937879151,28.3368086126519,HÜRRİYET,HURRIYET,Park,Park,genellestirilmis
948,Ümrani̇ye,Umraniye,Duru Parkı,41.0123287444741,29.1033705473093,ATAKENT,ATAKENT,Park,Park,genellestirilmis
949,Ümrani̇ye,Umraniye,Lalegül Parkı,41.018705364745,29.1045091903658,ATAKENT,ATAKENT,Park,Park,genellestirilmis
950,Sancaktepe,Sancaktepe,Hasan Basri Parkı,40.9685720069152,29.2293370945795,AKPINAR,AKPINAR,Park,Park,genellestirilmis
951,Sancaktepe,Sancaktepe,Akpınar Parkı,40.9711458547208,29.2314847006118,AKPINAR,AKPINAR,Park,Park,genellestirilmis
952,Sancaktepe,Sancaktepe,Aytemur Parkı,40.9690905034506,29.2360023916725,AKPINAR,AKPINAR,Park,Park,genellestirilmis
953,Sancaktepe,Sancaktepe,Şehit Yücel Urun Parkı,40.9573520165923,29.2164413492006,FATİH,FATIH,Park,Park,genellestirilmis
954,Beykoz,Beykoz,Park,41.1842776177743,29.2508918476371,PAŞAMANDIRA,PASAMANDIRA,Park,Park,genellestirilmis
955,Beykoz,Beykoz,Park,41.1592302117865,29.2914067962787,KILIÇLI,KILICLI,Park,Park,genellestirilmis
956,Beykoz,Beykoz,65. Yıl Parkı,41.0701574256059,29.0791777023759,YENİ MAHALLE,YENI MAHALLE,Park,Park,genellestirilmis
957,Beykoz,Beykoz,Park,41.0935508664158,29.0888557398923,KAVACIK,KAVACIK,Park,Park,genellestirilmis
958,Beykoz,Beykoz,Şehit Polis Mustafa Yazıcı Parkı,41.0933181971699,29.089090093746,KAVACIK,KAVACIK,Park,Park,genellestirilmis
959,Beykoz,Beykoz,Erguvan Parkı,41.0929317102425,29.0964907261943,RÜZGARLIBAHÇE,RUZGARLIBAHCE,Park,Park,genellestirilmis
960,Pendi̇k,Pendik,Şehit Mehmet Altay Parkı,40.8916272291511,29.2447489970946,ORTA,ORTA,Park,Park,genellestirilmis
961,Si̇li̇vri̇,Silivri,Park,41.1022706232377,28.0132139347939,İSMETPAŞA,ISMETPASA,Park,Park,genellestirilmis
962,Si̇li̇vri̇,Silivri,Park,41.2233017970167,28.3026040810236,BEKİRLİ,BEKIRLI,Park,Park,genellestirilmis
963,Si̇li̇vri̇,Silivri,Park,41.2002719199399,28.2630582703154,KURFALLI,KURFALLI,Park,Park,genellestirilmis
964,Esenyurt,Esenyurt,Ihlamur Aile Çay Bahçesi ve Parkı,41.0172976909812,28.6493616952051,CUMHURİYET,CUMHURIYET,Park,Park,genellestirilmis
965,Esenyurt,Esenyurt,İSKİ Parkı,41.0399429559266,28.6505795408668,OSMANGAZİ,OSMANGAZI,Park,Park,genellestirilmis
966,Eyüpsultan,Eyupsultan,Dikili Ağaç Parkı,41.0529508730651,28.9220042146648,İSLAMBEY,ISLAMBEY,Park,Park,genellestirilmis
967,Bakirköy,Bakirkoy,Olimpiyat Parkı,40.9599118231155,28.8370032110505,YEŞİLKÖY,YESILKOY,Park,Park,genellestirilmis
968,Bahçeli̇evler,Bahcelievler,Kızılay Parkı,40.9993694020091,28.8467398028719,ŞİRİNEVLER,SIRINEVLER,Park,Park,genellestirilmis
969,Güngören,Gungoren,Mefkure Parkı,41.0309098855439,28.8833744331365,GENÇOSMAN,GENCOSMAN,Park,Park,genellestirilmis
970,Tuzla,Tuzla,Huzur Parkı,40.8420526723973,29.2993937997726,EVLİYA ÇELEBİ,EVLIYA CELEBI,Park,Park,genellestirilmis
971,Arnavutköy,Arnavutkoy,Sadegül Sokak Parkı,41.1513996083801,28.6193939487922,HASTANE,HASTANE,Park,Park,genellestirilmis
972,Arnavutköy,Arnavutkoy,İstiklal Parkı,41.1829450934962,28.732864694309,ARNAVUTKÖY MERKEZ,ARNAVUTKOY MERKEZ,Park,Park,genellestirilmis
973,Arnavutköy,Arnavutkoy,23 Nisan Parkı,41.2021124509949,28.7659913750438,MAVİGÖL,MAVIGOL,Park,Park,genellestirilmis
974,Arnavutköy,Arnavutkoy,Hamidiye Parkı,41.1956325675576,28.7198852403298,TAŞOLUK,TASOLUK,Park,Park,genellestirilmis
975,Arnavutköy,Arnavutkoy,Yeniköy Parkı,41.3168492717392,28.7179517679938,YENİKÖY,YENIKOY,Park,Park,genellestirilmis
976,Güngören,Gungoren,Görgülü Çukur Parkı,41.0139639666886,28.8930288767384,TOZKOPARAN,TOZKOPARAN,Park,Park,genellestirilmis
977,Güngören,Gungoren,Park,41.0249959954678,28.8727416791965,MERKEZ,MERKEZ,Park,Park,genellestirilmis
978,Pendi̇k,Pendik,Divane Zülfer Parkı,40.8920926885237,29.2474540947029,DUMLUPINAR,DUMLUPINAR,Park,Park,genellestirilmis
979,Bahçeli̇evler,Bahcelievler,Şehit Yarbay Cesur Parkı,40.9961371304828,28.8488215044845,ŞİRİNEVLER,SIRINEVLER,Park,Park,genellestirilmis
980,Bahçeli̇evler,Bahcelievler,Mahmutbey 1. Sok. Parkı,40.9961594416342,28.8444211888974,ŞİRİNEVLER,SIRINEVLER,Park,Park,genellestirilmis
981,Ataşehi̇r,Atasehir,Papatya Parkı,41.0052427023989,29.088571535396,ESATPAŞA,ESATPASA,Park,Park,genellestirilmis
982,Ataşehi̇r,Atasehir,Esatpaşa Parkı,41.004797225494,29.083243034024,ESATPAŞA,ESATPASA,Park,Park,genellestirilmis
983,Ataşehi̇r,Atasehir,Çınar Parkı,40.9995563689603,29.0869924092177,ESATPAŞA,ESATPASA,Park,Park,genellestirilmis
984,Ataşehi̇r,Atasehir,Akşemsettin Parkı,40.9985642678634,29.0843631703131,ESATPAŞA,ESATPASA,Park,Park,genellestirilmis
985,Gazi̇osmanpaşa,Gaziosmanpasa,Park,41.0664481541634,28.92261759098,YILDIZTABYA,YILDIZTABYA,Park,Park,genellestirilmis
986,Çatalca,Catalca,Çanakça Köyü Parkı,41.2494172681686,28.4977563801534,ÇANAKÇA,CANAKCA,Park,Park,genellestirilmis
987,Çatalca,Catalca,Örencik Park,41.3270968399048,28.4773591795172,ÖRENCİK,ORENCIK,Park,Park,genellestirilmis
988,Çatalca,Catalca,Çiftlikköy Mah. Park-1,41.3372829478436,28.4086067314331,ÇİFTLİKKÖY,CIFTLIKKOY,Park,Park,genellestirilmis
989,Şi̇le,Sile,Park,41.0696756234771,29.4741433238029,BIÇKIDERE,BICKIDERE,Park,Park,genellestirilmis
990,Şi̇le,Sile,Çocuk Parkı,41.1772046199496,29.6087629316353,HACI KASIM,HACI KASIM,Park,Park,cocuk
991,Şi̇le,Sile,Ağlayan Kayalar Parkı,41.1353985727154,29.8456749652982,AĞVA MERKEZ,AGVA MERKEZ,Park,Park,genellestirilmis
992,Şi̇le,Sile,Vadi İçi Parkı,41.1788434817075,29.6122815706585,BALİBEY,BALIBEY,Park,Park,genellestirilmis
993,Güngören,Gungoren,Şehit Murat Yetkin Parkı,41.0166956826507,28.8794339341015,SANAYİ,SANAYI,Park,Park,genellestirilmis
994,Güngören,Gungoren,Kışla Sok. Dinlenme Alanı,41.0288415146825,28.8838626385493,GENÇOSMAN,GENCOSMAN,Park,Park,genellestirilmis
995,Eyüpsultan,Eyupsultan,Fırat Sok. Parkı,41.1625927441917,28.9219670303757,MİTHATPAŞA,MITHATPASA,Park,Park,genellestirilmis
996,Büyükçekmece,Buyukcekmece,Park,41.0348218300501,28.5221584021705,TÜRKOBA,TURKOBA,Park,Park,genellestirilmis
997,Kağithane,Kagithane,Çocuk Parkı,41.089489990992,28.9804108844218,HAMİDİYE,HAMIDIYE,Park,Park,cocuk
998,Üsküdar,Uskudar,Öğretmenler Parkı,41.0177114366434,29.0138988161305,SALACAK,SALACAK,Park,Park,genellestirilmis
999,Üsküdar,Uskudar,Gonca Gül Parkı,41.0233466348524,29.0306099104477,MURATREİS,MURATREIS,Park,Park,genellestirilmis
1000,Üsküdar,Uskudar,Kasımağa Parkı,41.0178189093038,29.0251029452288,VALİDE-İ ATİK,VALIDE-I ATIK,Park,Park,genellestirilmis
1001,Üsküdar,Uskudar,Ferah Parkı,41.0274888796549,29.0754166283038,KISIKLI,KISIKLI,Park,Park,genellestirilmis
1002,Üsküdar,Uskudar,Irmak Parkı,41.0350371250072,29.0777110232843,FERAH,FERAH,Park,Park,genellestirilmis
1003,Si̇li̇vri̇,Silivri,Çocuk Parkı,41.2839073837069,28.1414256945158,ÇAYIRDERE,CAYIRDERE,Park,Park,cocuk
1004,Büyükçekmece,Buyukcekmece,Park,41.0363187901564,28.4477557620289,KAMİLOBA,KAMILOBA,Park,Park,genellestirilmis
1005,Üsküdar,Uskudar,Küçüksu Parkı,41.0691320812723,29.0696228393509,KÜÇÜKSU,KUCUKSU,Park,Park,genellestirilmis
1006,Üsküdar,Uskudar,Millet Parkı,41.0233690574451,29.0538042620296,BURHANİYE,BURHANIYE,Park,Park,genellestirilmis
1007,Kadiköy,Kadikoy,Park,40.9820268143579,29.0329149732051,CAFERAĞA,CAFERAGA,Park,Park,genellestirilmis
1008,Büyükçekmece,Buyukcekmece,Çocuk Parkı,41.0162480270227,28.532028557762,MURAT ÇESME,MURAT CESME,Park,Park,cocuk
1009,Büyükçekmece,Buyukcekmece,Park,40.9990551949784,28.6083256098895,PINARTEPE,PINARTEPE,Park,Park,genellestirilmis
1010,Ataşehi̇r,Atasehir,Park,41.0070329507021,29.0964959268588,AŞIKVEYSEL,ASIKVEYSEL,Park,Park,genellestirilmis
1011,Ümrani̇ye,Umraniye,Park,41.0212414906395,29.0929776075026,NAMIK KEMAL,NAMIK KEMAL,Park,Park,genellestirilmis
1012,Si̇li̇vri̇,Silivri,Çocuk Parkı,41.0532525015358,28.3669979744027,SELİMPAŞA,SELIMPASA,Park,Park,cocuk
1013,Beykoz,Beykoz,Mareşal Fevzi Çakmak Parkı,41.1766247130677,29.0898062234692,ANADOLU KAVAĞI,ANADOLU KAVAGI,Park,Park,genellestirilmis
1014,Si̇li̇vri̇,Silivri,Çocuk Parkı,41.0794190470679,28.2228105866053,MİMAR SİNAN,MIMAR SINAN,Park,Park,cocuk
1015,Si̇li̇vri̇,Silivri,Çocuk Parkı,41.1006364363085,28.011416873596,İSMETPAŞA,ISMETPASA,Park,Park,cocuk
1016,Başakşehi̇r,Basaksehir,Kartal Botanik Bahçesi,41.0660828980997,28.6712255391941,BAHÇEŞEHİR 2. KISIM,BAHCESEHIR 2. KISIM,Park,Park,genellestirilmis
1017,Maltepe,Maltepe,Fatih Tarakça Parkı,40.9438569142996,29.1199718681832,İDEALTEPE,IDEALTEPE,Park,Park,genellestirilmis
1018,Sariyer,Sariyer,Aygaz Parkı,41.2046424270541,29.0128831955134,ZEKERİYAKÖY,ZEKERIYAKOY,Park,Park,genellestirilmis
1019,Kartal,Kartal,Yağmur Parkı,40.9138983978533,29.1660268091083,CEVİZLİ,CEVIZLI,Park,Park,genellestirilmis
1020,Maltepe,Maltepe,Fethiye Sok. Parkı,40.9099544414295,29.1510702312767,YALI,YALI,Park,Park,genellestirilmis
1021,Si̇li̇vri̇,Silivri,Çocuk Parkı,41.0765852682041,28.0875011901919,SANCAKTEPE,SANCAKTEPE,Park,Park,cocuk
1022,Maltepe,Maltepe,Şehit Anneleri Vakif Parkı,40.9491388996623,29.1027507636275,KÜÇÜKYALI MERKEZ,KUCUKYALI MERKEZ,Park,Park,genellestirilmis
1023,Maltepe,Maltepe,Sağlık Ocağı Parkı,40.9494415915538,29.1285708170843,AYDINEVLER,AYDINEVLER,Park,Park,genellestirilmis
1024,Arnavutköy,Arnavutkoy,Hasan Tahsin Parkı,41.1839790709556,28.7147004756521,KARLIBAYIR,KARLIBAYIR,Park,Park,genellestirilmis
1025,Şi̇le,Sile,Park,41.1420993630776,29.7752977503553,BOZGOCA,BOZGOCA,Park,Park,genellestirilmis
1026,Si̇li̇vri̇,Silivri,Çocuk Parkı,41.0742892883871,28.2496430477977,ALİBEY,ALIBEY,Park,Park,cocuk
1027,Pendi̇k,Pendik,Çocuk Parkı,40.9737853635186,29.4595865273269,GÖÇBEYLİ,GOCBEYLI,Park,Park,cocuk
1028,Maltepe,Maltepe,Toros Parkı,40.9213559222134,29.1524387120293,CEVİZLİ,CEVIZLI,Park,Park,genellestirilmis
1029,Kartal,Kartal,Park,40.9037925755221,29.1928575253252,ESENTEPE,ESENTEPE,Park,Park,genellestirilmis
1030,Küçükçekmece,Kucukcekmece,75. Yıl Parkı,41.0092841390663,28.801040288419,TEVFİKBEY,TEVFIKBEY,Park,Park,genellestirilmis
1031,Küçükçekmece,Kucukcekmece,Barış Parkı,41.0257832561889,28.7921729835978,İNÖNÜ,INONU,Park,Park,genellestirilmis
1032,Esenyurt,Esenyurt,Çocuk Parkı,41.0457848470414,28.6841402188921,SÜLEYMANİYE,SULEYMANIYE,Park,Park,cocuk
1033,Küçükçekmece,Kucukcekmece,Çocuk Parkı,41.0213989907059,28.8040057173404,İNÖNÜ,INONU,Park,Park,cocuk
1034,Üsküdar,Uskudar,Adem Yavuz Parkı,41.01177431665,29.0808200096276,CUMHURİYET,CUMHURIYET,Park,Park,genellestirilmis
1035,Büyükçekmece,Buyukcekmece,Çocuk Parkı,41.004144556686,28.5978769641875,PINARTEPE,PINARTEPE,Park,Park,cocuk
1036,Kağithane,Kagithane,Şehitler Parkı,41.0710128994151,28.971915999559,GÜRSEL,GURSEL,Park,Park,genellestirilmis
1037,Kağithane,Kagithane,Akasya Parkı,41.0947971286819,28.9750445775058,HAMİDİYE,HAMIDIYE,Park,Park,genellestirilmis
1038,Gazi̇osmanpaşa,Gaziosmanpasa,Çocuk Parkı,41.0730029852851,28.8983386228294,YENİ MAHALLE,YENI MAHALLE,Park,Park,cocuk
1039,Üsküdar,Uskudar,Dutdibi Parkı,41.0102362669898,29.0782039289516,CUMHURİYET,CUMHURIYET,Park,Park,genellestirilmis
1040,Bayrampaşa,Bayrampasa,Çocuk Parkı,41.0341211880221,28.8976179340627,TERAZİDERE,TERAZIDERE,Park,Park,cocuk
1041,Bakirköy,Bakirkoy,Yakut Parkı,40.9782691388396,28.86890189548,ZEYTİNLİK,ZEYTINLIK,Park,Park,genellestirilmis
1042,Sariyer,Sariyer,Park,41.0952998258389,29.0486403848958,BALTALİMANI,BALTALIMANI,Park,Park,genellestirilmis
1043,Üsküdar,Uskudar,Namazgah Parkı,41.02291894943,29.0779529746233,KISIKLI,KISIKLI,Park,Park,genellestirilmis
1044,Ümrani̇ye,Umraniye,Park,40.9992439330099,29.1309240680348,TATLISU,TATLISU,Park,Park,genellestirilmis
1045,Üsküdar,Uskudar,Çocuk Parkı,41.0307468579422,29.028763954014,İCADİYE,ICADIYE,Park,Park,cocuk
1046,Bahçeli̇evler,Bahcelievler,Sağlıklı Yaşam Parkı,41.0031887117647,28.8633032835064,BAHÇELİEVLER,BAHCELIEVLER,Park,Park,genellestirilmis
1047,Ümrani̇ye,Umraniye,Şair Nedim Parkı,41.0193424040991,29.1386753784103,IHLAMURKUYU,IHLAMURKUYU,Park,Park,genellestirilmis
1048,Bahçeli̇evler,Bahcelievler,Park,41.0200279816245,28.8342473662155,KOCASİNAN MERKEZ,KOCASINAN MERKEZ,Park,Park,genellestirilmis
1049,Bakirköy,Bakirkoy,Hatice Küçük Parkı,40.997365712952,28.8736744637177,KARTALTEPE,KARTALTEPE,Park,Park,genellestirilmis
1050,Bakirköy,Bakirkoy,Şehit Er İlhan Yalçın Parkı,40.9909356557047,28.8863761257496,OSMANİYE,OSMANIYE,Park,Park,genellestirilmis
1051,Kağithane,Kagithane,Yıldız Parkı,41.0766609189462,29.0066461564474,ORTABAYIR,ORTABAYIR,Park,Park,genellestirilmis
